Function,Subsystem,NCBI GI,locus,System,Category
Integrase,Integrase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
putative transposase,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmE,RNA methylation, , ,RNA processing and modification,RNA Metabolism
UspA,- none -, , ,none,none
"MutS-related protein, family 1","DNA repair, bacterial MutL-MutS system", , ,DNA repair,DNA Metabolism
Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79),- none -, , ,none,none
DNA polymerase III beta subunit (EC 2.7.7.7),DNA polymerase; DNA replication cluster 1, , ,DNA replication,DNA Metabolism
Gliding motility-associated ABC transporter substrate-binding protein GldG,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Gliding motility-associated ABC transporter permease protein GldF,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
FIG00648915: hypothetical protein,- none -, , ,none,none
"Phosphate starvation-inducible protein PhoH, predicted ATPase",CBSS-56780.10.peg.1536; <br>CBSS-56780.10.peg.1536; <br>Glycyl-tRNA synthetase containing cluster; <br>Phosphate metabolism; <br>Phosphate metabolism, , ,Phosphorus Metabolism - no subcategory,Phosphorus Metabolism
Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6),De Novo Purine Biosynthesis, , ,Purines,Nucleosides and Nucleotides
ATP-dependent RNA helicase,RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
Iron-regulated protein A precursor,- none -, , ,none,none
Vitamin K-dependent gamma-carboxylase (EC 6.4.-.-),- none -, , ,none,none
Iron(III) dicitrate transport protein FecA,none, , ,Membrane Transport - no subcategory,Membrane Transport
"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)",Copper Transport System; <br>Copper homeostasis, , ,Cation transporters; Resistance to antibiotics and toxic compounds,"Membrane Transport; Virulence, Disease and Defense"
NAD-dependent protein deacetylase of SIR2 family,"Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
tRNA (guanosine(18)-2&#39;-O)-methyltransferase (EC 2.1.1.34),RNA methylation, , ,RNA processing and modification,RNA Metabolism
DEAD-box ATP-dependent RNA helicase DeaD (= CshA) (EC 3.6.4.13),RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
"Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.66)",- none -, , ,none,none
"putative alpha-dextrin endo-1, 6-alpha-glucosidase",- none -, , ,none,none
Excinuclease ABC subunit B,"DNA repair, UvrABC system", , ,DNA repair,DNA Metabolism
"Efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
23S rRNA (adenine(1618)-N(6))-methyltransferase (EC 2.1.1.181),RNA methylation, , ,RNA processing and modification,RNA Metabolism
GDP-mannose pyrophosphatase NudK,- none -, , ,none,none
Thiamin pyrophosphokinase (EC 2.7.6.2),Thiamin biosynthesis, , ,"Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory","Cofactors, Vitamins, Prosthetic Groups, Pigments"
Isocitrate dehydrogenase [NADP] (EC 1.1.1.42); Monomeric isocitrate dehydrogenase [NADP] (EC 1.1.1.42),5-FCL-like protein, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
LSU ribosomal protein L19p,Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228),RNA methylation, , ,RNA processing and modification,RNA Metabolism
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Uncharacterized MFS-type transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),- none -, , ,none,none
Alkyl hydroperoxide reductase and/or thiol-specific antioxidant family (AhpC/TSA) protein,- none -, , ,none,none
Protein secretion chaperonin CsaA,- none -, , ,none,none
"Efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Branched-chain amino acid dehydrogenase [deaminating] (EC 1.4.1.9)(EC 1.4.1.23),- none -, , ,none,none
Transcription termination protein NusB,Riboflavin synthesis cluster; <br>Transcription factors bacterial, , ,Transcription,RNA Metabolism
Protein translocase subunit YajC,Protein transport, , ,Protein transport,Membrane Transport
Cysteine desulfurase (EC 2.8.1.7),Alanine biosynthesis; <br>Iron-sulfur cluster assembly; <br>mnm5U34 biosynthesis bacteria, , ,"Alanine, serine, and glycine; Plant-Prokaryote DOE project; RNA processing and modification",Amino Acids and Derivatives; Miscellaneous; RNA Metabolism
Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.241),- none -, , ,none,none
Rhomboid family protein,- none -, , ,none,none
Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12),- none -, , ,none,none
Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12),- none -, , ,none,none
Putative hydrolase,- none -, , ,none,none
Pyridine nucleotide-disulfide oxidoreductase; NADH dehydrogenase (EC 1.6.99.3),Respiratory dehydrogenases 1; <br>Riboflavin synthesis cluster, , ,Electron donating reactions,Respiration
"Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)",<br>Periplasmic disulfide interchange; Biogenesis of c-type cytochromes; Cytochrome, , ,Protein folding; Respiration - no subcategory,Protein Metabolism; Respiration
tRNA(Ile)-lysidine synthetase (EC 6.3.4.19),Cell division-ribosomal stress proteins cluster; <br>Folate biosynthesis cluster; <br>tRNA processing, , ,Folate and pterines; RNA processing and modification,"Cofactors, Vitamins, Prosthetic Groups, Pigments; RNA Metabolism"
"Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)","Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Folate Biosynthesis; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Folate and pterines,"Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Uncharacterized protein YjqA,- none -, , ,none,none
"AAA+ ATPase superfamily protein YifB/ComM, associated with DNA recombination",- none -, , ,none,none
TPR/glycosyl transferase domain protein,- none -, , ,none,none
Polysaccharide biosynthesis protein,Polysaccharide biosynthesis, , ,Polysaccharides,Carbohydrates
"Terminal quinol oxidase, subunit, putative (doxD-like)",- none -, , ,none,none
Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20),"tRNA aminoacylation, Phe", , ,Protein biosynthesis,Protein Metabolism
Aldehyde dehydrogenase (EC 1.2.1.3),"Methylglyoxal Metabolism; <br>Methylglyoxal Metabolism; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
"2,3-butanediol dehydrogenase, R-alcohol forming, (R)- and (S)-acetoin-specific (EC 1.1.1.4)",- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Pyrimidine 5&#39;-nucleotidase YjjG (EC 3.1.3.5),- none -, , ,none,none
"ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
UPF0758 family protein,- none -, , ,none,none
Amino acid ligase similar to peptidoglycan synthetases,- none -, , ,none,none
TPR repeat precursor,- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
FIG00654278: hypothetical protein,- none -, , ,none,none
O-succinylbenzoate synthase (EC 4.2.1.113),Menaquinone and Phylloquinone Biosynthesis; <br>Menaquinone and Phylloquinone Biosynthesis -- gjo; <br>Muconate lactonizing enzyme family, , ,Miscellaneous - no subcategory,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Miscellaneous"
Metal-dependent hydrolase,- none -, , ,none,none
"1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)",Menaquinone and Phylloquinone Biosynthesis; <br>Menaquinone and Phylloquinone Biosynthesis -- gjo, , ,Quinone cofactors,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Hypothetical protein, ydbS homolog",- none -, , ,none,none
mRNA interferase YafQ,- none -, , ,none,none
Naphthoate synthase (EC 4.1.3.36),Menaquinone and Phylloquinone Biosynthesis; <br>Menaquinone and Phylloquinone Biosynthesis -- gjo, , ,Quinone cofactors,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Aminopeptidase C (EC 3.4.22.40),Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Uncharacterized RNA-binding protein BT2505,- none -, , ,none,none
2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9),Menaquinone and Phylloquinone Biosynthesis; <br>Menaquinone and Phylloquinone Biosynthesis -- gjo, , ,Quinone cofactors,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Phosphinothricin N-acetyltransferase (EC 2.3.1.-),- none -, , ,none,none
Glutathione peroxidase (EC 1.11.1.9) @ Thioredoxin peroxidase (EC 1.11.1.15),Glutathione: Redox cycle, , ,Oxidative stress,Stress Response
RNA polymerase sigma-70 factor,"CBSS-313593.3.peg.2729; <br>Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
FIG111991: hypothetical protein,CBSS-313593.3.peg.2729, , ,none,none
Putative cytochrome C-type biogenesis protein,Biogenesis of c-type cytochromes; Cytochrome, , ,Respiration - no subcategory,Respiration
Ketopantoate reductase PanG (EC 1.1.1.169),Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis cluster; <br>Folate biosynthesis cluster, , ,Coenzyme A; Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45),- none -, , ,none,none
TRNA and rRNA cytosine-C5-methylase,RNA methylation, , ,RNA processing and modification,RNA Metabolism
Endonuclease I,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
Transcription termination factor Rho,Transcription factors bacterial, , ,Transcription,RNA Metabolism
tmRNA-binding protein SmpB,Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
"LacX protein, plasmid",- none -, , ,none,none
GTP-binding protein Obg,CBSS-176279.3.peg.868, , ,none,none
Hemolysins and related proteins containing CBS domains,- none -, , ,none,none
Adenylate kinase (EC 2.7.4.3),Purine conversions, , ,Purines,Nucleosides and Nucleotides
Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8),Cell division-ribosomal stress proteins cluster; <br>Folate biosynthesis cluster; <br>Purine conversions, , ,Folate and pterines; Purines,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Nucleosides and Nucleotides"
Surface antigen (D15) precursor,- none -, , ,none,none
"Metal-dependent phosphohydrolase, HD subdomain",- none -, , ,none,none
N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18),- none -, , ,none,none
N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18),- none -, , ,none,none
Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5),Protein degradation, , ,Protein degradation,Protein Metabolism
Prokaryotic ATPase,- none -, , ,none,none
"Transcriptional regulator, ArsR family",none, , ,RNA processing and modification,RNA Metabolism
Cell division inhibitor SulA,- none -, , ,none,none
LemA protein,- none -, , ,none,none
Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2),Glycine and Serine Utilization; <br>Glycine cleavage system, , ,"Alanine, serine, and glycine",Amino Acids and Derivatives
"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)",- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
Ribulose-phosphate 3-epimerase (EC 5.1.3.1),Pentose phosphate pathway; <br>Riboflavin synthesis cluster, , ,Central carbohydrate metabolism,Carbohydrates
Transamidase GatB domain protein,- none -, , ,none,none
Cell division protein FtsZ,Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
Cell division protein FtsA,Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
Cell division protein FtsQ,Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8),- none -, , ,none,none
UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227),- none -, , ,none,none
Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129),- none -, , ,none,none
UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9),- none -, , ,none,none
Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13),- none -, , ,none,none
"UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate ligase (EC 6.3.2.13)",- none -, , ,none,none
Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129),CBSS-83331.1.peg.3039; Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
Cell division protein FtsL,Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Transcriptional regulator MraZ,none, , ,RNA processing and modification,RNA Metabolism
"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase (EC 3.7.1.-)",- none -, , ,none,none
GTP-binding protein EngB,- none -, , ,none,none
GldC,- none -, , ,none,none
GldB,- none -, , ,none,none
NAD synthetase (EC 6.3.1.5),NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Regulatory protein, LuxR:Response regulator receiver",Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
DNA primase DnaG,- none -, , ,none,none
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Hexaprenyl diphosphate synthase (farnesyl-diphosphate specific) (EC 2.5.1.83),Isoprenoinds for Quinones, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
Phospholipid ABC transporter permease protein MlaE,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Phospholipid ABC transporter ATP-binding protein MlaF,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13),- none -, , ,none,none
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12),"5-FCL-like protein; <br>Dehydrogenase complexes; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism; Folate and pterines,"Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1),"Dehydrogenase complexes; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
Cytidine deaminase (EC 3.5.4.5),pyrimidine conversions, , ,Pyrimidines,Nucleosides and Nucleotides
GldJ,- none -, , ,none,none
UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10),- none -, , ,none,none
HlyB/MsbA family ABC transporter,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"RND efflux system, membrane fusion protein",- none -, , ,none,none
"Multidrug efflux protein, outer membrane component",- none -, , ,none,none
Membrane-associated zinc metalloprotease,Protein degradation, , ,Protein degradation,Protein Metabolism
putative metallopeptidase,Protein degradation, , ,Protein degradation,Protein Metabolism
Seryl-tRNA synthetase (EC 6.1.1.11),"Glycine and Serine Utilization; <br>tRNA aminoacylation, Ser", , ,"Alanine, serine, and glycine; Protein biosynthesis",Amino Acids and Derivatives; Protein Metabolism
Secreted protein containing tetratricopeptide re peats,- none -, , ,none,none
SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182),ECSIG4-SIG7; <br>RNA methylation; <br>Ribosome biogenesis bacterial, , ,Protein biosynthesis; RNA processing and modification,Protein Metabolism; RNA Metabolism
"Mg/Co/Ni transporter MgtE, CBS domain-containing",none, , ,Membrane Transport - no subcategory,Membrane Transport
Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-),Protein degradation, , ,Protein degradation,Protein Metabolism
Ribonuclease G,Nuclease, , ,RNA processing and modification,RNA Metabolism
Integration host factor alpha/beta,"DNA structural proteins, bacterial", , ,DNA Metabolism - no subcategory,DNA Metabolism
A/G-specific adenine glycosylase (EC 3.2.2.-),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
Single-stranded DNA-binding protein,"DNA repair, bacterial; <br>DNA repair, bacterial RecFOR pathway", , ,DNA repair,DNA Metabolism
Hemolysins and related proteins containing CBS domains,- none -, , ,none,none
GldD,- none -, , ,none,none
Permease of the drug/metabolite transporter (DMT) superfamily,none, , ,Membrane Transport - no subcategory,Membrane Transport
FIG015287: Zinc protease,Protein degradation, , ,Protein degradation,Protein Metabolism
"FIG015547: peptidase, M16 family",Protein degradation, , ,Protein degradation,Protein Metabolism
LSU ribosomal protein L21p,CBSS-176279.3.peg.868; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L27p,CBSS-176279.3.peg.868; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Regulatory protein RecX,"DNA repair system including RecA, MutS and a hypothetical protein; <br>RecA and RecX", , ,DNA repair,DNA Metabolism
"dNTP triphosphohydrolase, broad substrate specificity, subgroup 3",Purine conversions; <br>dNTP triphosphohydrolase protein family, , ,Nucleosides and Nucleotides - no subcategory; Purines,Nucleosides and Nucleotides
1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7),Pyridoxin (Vitamin B6) Biosynthesis; <br>Thiamin biosynthesis, , ,"Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory; Pyridoxine","Cofactors, Vitamins, Prosthetic Groups, Pigments"
tRNA-specific adenosine-34 deaminase (EC 3.5.4.33),- none -, , ,none,none
"protein of unknown function DUF6, transmembrane",- none -, , ,none,none
Peptidyl-tRNA hydrolase (EC 3.1.1.29),Cell division-ribosomal stress proteins cluster; <br>Sporulation-associated proteins with broader functions; <br>Translation termination factors bacterial, , ,Dormancy and Sporulation - no subcategory; Protein biosynthesis,Dormancy and Sporulation; Protein Metabolism
LSU ribosomal protein L25p,Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Ribose-phosphate pyrophosphokinase (EC 2.7.6.1),De Novo Purine Biosynthesis; <br>Pentose phosphate pathway, , ,Central carbohydrate metabolism; Purines,Carbohydrates; Nucleosides and Nucleotides
Transposase and inactivated derivatives,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",- none -, , ,none,none
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62),Biotin biosynthesis; <br>Biotin biosynthesis Experimental, , ,Biotin,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Dethiobiotin synthase BioD (EC 6.3.3.3),- none -, , ,none,none
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
8-amino-7-oxononanoate synthase (EC 2.3.1.47),Biotin biosynthesis; <br>Biotin biosynthesis Experimental, , ,Biotin,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Inner membrane protein YrbG, predicted calcium/sodium:proton antiporter",none, , ,Uni- Sym- and Antiporters,Membrane Transport
Cold shock protein of CSP family,Phage shock, , ,Cold shock; Stress Response - no subcategory,Stress Response
Adenosylhomocysteinase (EC 3.3.1.1),- none -, , ,none,none
Lactoylglutathione lyase and related lyases,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Methylglutaconyl-CoA hydratase (EC 4.2.1.18),- none -, , ,none,none
Siderophore (Surfactin) biosynthesis regulatory protein,Siderophore, , ,Membrane Transport - no subcategory,Membrane Transport
Truncated hemoglobins,- none -, , ,none,none
"Transcriptional regulator, Crp/Fnr family",none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
Phosphoglycerol geranylgeranyltransferase (EC 2.5.1.41),- none -, , ,none,none
"Ribosyl nicotinamide transporter, PnuC-like",NAD and NADP cofactor biosynthesis global; none, , ,Membrane Transport - no subcategory; NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Membrane Transport"
Peptidyl-tRNA hydrolase ArfB (EC 3.1.1.29),- none -, , ,none,none
Thiamin-regulated outer membrane receptor Omr1,Thiamin biosynthesis, , ,"Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory","Cofactors, Vitamins, Prosthetic Groups, Pigments"
Transcription elongation factor GreA,Transcription factors bacterial, , ,Transcription,RNA Metabolism
HIT family protein,- none -, , ,none,none
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Nitrilotriacetate monooxygenase component B (EC 1.14.13.-),- none -, , ,none,none
Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6),Protein degradation, , ,Protein degradation,Protein Metabolism
DNA-3-methyladenine glycosylase (EC 3.2.2.20),- none -, , ,none,none
Translation elongation factor Ts,CBSS-312309.3.peg.1965; <br>Ribosome recycling related cluster; <br>Translation elongation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S2p (SAe),<br>Ribosome SSU bacterial; <br>Ribosome recycling related cluster; CBSS-312309.3.peg.1965; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S9p (S16e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L13p (L13Ae),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"Transcriptional regulator, LacI/PurR family",none, , ,RNA processing and modification,RNA Metabolism
"ankyrin repeat protein, putative",- none -, , ,none,none
DNA polymerase I (EC 2.7.7.7),DNA polymerase, , ,DNA replication,DNA Metabolism
Sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Putative phosphoesterase,- none -, , ,none,none
Redox-inactive protein similar to thioredoxin,- none -, , ,none,none
Polysaccharide deacetylase,- none -, , ,none,none
putative membrane protein,- none -, , ,none,none
Universal stress protein Coch_1269,- none -, , ,none,none
Bacterial ribosome SSU maturation protein RimP,- none -, , ,none,none
Transcription termination protein NusA,NusA-TFII Cluster; <br>Transcription factors bacterial, , ,Transcription,RNA Metabolism
Translation initiation factor 2,CBSS-138119.3.peg.2719; <br>NusA-TFII Cluster; <br>Translation initiation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
"Molybdopterin oxidoreductase subunit, predicted; chaperone protein HtpG",- none -, , ,none,none
"Molybdopterin oxidoreductase, iron-sulfur binding subunit (EC 1.2.7.-)",- none -, , ,none,none
Molybdopterin oxidoreductase,- none -, , ,none,none
"ABC-type Fe3+ transport system protein; Molybdenum transport protein, putative",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Putative uncharacterized protein TTHA1760,- none -, , ,none,none
Alternative cytochrome c oxidase polypeptide CoxM (EC 1.9.3.1),Cytochrome, , ,Respiration - no subcategory,Respiration
Alternative cytochrome c oxidase polypeptide CoxN (EC 1.9.3.1),Cytochrome, , ,Respiration - no subcategory,Respiration
Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12),DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
Epoxyqueuosine reductase (EC 1.17.99.6) QueG,- none -, , ,none,none
Error-prone repair homolog of DNA polymerase III alpha subunit,DNA polymerase; none, , ,DNA repair; DNA replication,DNA Metabolism
Ku domain protein,Bacillus subtilis scratch - gjo; <br>DNA ligases; <br>Nonhomologous End-Joining in Bacteria, , ,DNA Metabolism - no subcategory; DNA repair; Miscellaneous - no subcategory,DNA Metabolism; Miscellaneous
"ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD",Bacillus subtilis scratch - gjo; <br>DNA ligases; <br>Nonhomologous End-Joining in Bacteria, , ,DNA Metabolism - no subcategory; DNA repair; Miscellaneous - no subcategory,DNA Metabolism; Miscellaneous
Acyl-CoA dehydrogenases,- none -, , ,none,none
Cyanophycin synthase (EC 6.3.2.29)(EC 6.3.2.30),Cyanophycin Metabolism, , ,"Arginine; urea cycle, polyamines",Amino Acids and Derivatives
Threonine dehydrogenase and related Zn-dependent dehydrogenases,Threonine degradation, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
DNA recombination and repair protein RecO,"CBSS-176299.4.peg.1292; <br>DNA repair, bacterial RecFOR pathway; <br>Glycyl-tRNA synthetase containing cluster", , ,DNA repair,DNA Metabolism
Immunoreactive 84kD antigen PG93,- none -, , ,none,none
NADP-specific glutamate dehydrogenase (EC 1.4.1.4),"Arginine and Ornithine Degradation; <br>Glutamate dehydrogenases; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Arginine; urea cycle, polyamines; Glutamine, glutamate, aspartate, asparagine; Glutamine, glutamate, aspartate, asparagine; ammonia assimilation; ammonia assimilation",Amino Acids and Derivatives
Putative hemolysin,- none -, , ,none,none
Exodeoxyribonuclease III (EC 3.1.11.2),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
OmpA domain protein,- none -, , ,none,none
Murein hydrolase activator EnvC,- none -, , ,none,none
TPR domain protein,- none -, , ,none,none
Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24),Rhamnose containing glycans; <br>dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
Deoxyuridine 5&#39;-triphosphate nucleotidohydrolase (EC 3.6.1.23),Housecleaning nucleoside triphosphate pyrophosphatases; <br>Nudix proteins (nucleoside triphosphate hydrolases), , ,Detoxification,Nucleosides and Nucleotides
Polysaccharide biosynthesis protein,Polysaccharide biosynthesis, , ,Polysaccharides,Carbohydrates
Succinate-semialdehyde dehydrogenase [NAD(P)+] (EC 1.2.1.16),- none -, , ,none,none
Succinate-semialdehyde dehydrogenase [NAD(P)+] (EC 1.2.1.16),- none -, , ,none,none
Alcohol dehydrogenase (EC 1.1.1.1),5-FCL-like protein; <br>Butanol Biosynthesis, , ,Fermentation; Folate and pterines,"Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
N-acyl homoserine lactone hydrolase,- none -, , ,none,none
ATP synthase gamma chain (EC 3.6.3.14),F0F1-type ATP synthase, , ,ATP synthases,Respiration
ATP synthase alpha chain (EC 3.6.3.14),F0F1-type ATP synthase, , ,ATP synthases,Respiration
ATP synthase delta chain (EC 3.6.3.14),F0F1-type ATP synthase, , ,ATP synthases,Respiration
