Function,Subsystem,NCBI GI,locus,System,Category
putative surface layer protein,- none -, , ,none,none
Carboxyl-terminal protease,Protein degradation, , ,Protein degradation,Protein Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
"Transcriptional regulator, AsnC family",none, , ,RNA processing and modification,RNA Metabolism
GCN5-related N-acetyltransferase,- none -, , ,none,none
Membrane protein,- none -, , ,none,none
Carbamoyl-phosphate synthase large chain (EC 6.3.5.5),- none -, , ,none,none
LSU ribosomal protein L34p,Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Conserved hyperthetical protein,- none -, , ,none,none
2-oxoglutarate/malate translocator,- none -, , ,none,none
Collagen triple helix repeat-containing protein,- none -, , ,none,none
Bis-ABC ATPase YheS.2,- none -, , ,none,none
Sugar-phosphate nucleotidyl transferase,- none -, , ,none,none
"LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-independent",Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"Glycosyl transferase, group 2 family",- none -, , ,none,none
Phosphoglucomutase (EC 5.4.2.2),- none -, , ,none,none
"Efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
putative ferric aerobactin receptor,- none -, , ,none,none
FIG034863: hypothetical protein,- none -, , ,none,none
Cell division ZapA family protein,Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
Ribonuclease Y,Nuclease, , ,RNA processing and modification,RNA Metabolism
Two-component system sensor histidine kinase/response regulator hybrid,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Site-specific tyrosine recombinase XerD,- none -, , ,none,none
3-dehydroquinate dehydratase II (EC 4.2.1.10),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate); <br>Quinate degradation, , ,Aromatic amino acids and derivatives; Peripheral pathways for catabolism of aromatic compounds,Amino Acids and Derivatives; Metabolism of Aromatic Compounds
Cobalt-zinc-cadmium resistance protein,Cobalt-zinc-cadmium resistance, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7),- none -, , ,none,none
ATP-dependent DNA helicase RecS (RecQ family),"DNA helicase; DNA repair, bacterial RecFOR pathway", , ,DNA Metabolism - no subcategory; DNA repair,DNA Metabolism
Methionyl-tRNA formyltransferase (EC 2.1.2.9),Translation initiation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
DNA-binding protein HU-beta,"DNA structural proteins, bacterial", , ,DNA Metabolism - no subcategory,DNA Metabolism
"Transcriptional regulator, ArsR family",none, , ,RNA processing and modification,RNA Metabolism
Aminodeoxychorismate lyase (EC 4.1.3.38),"Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Folate Biosynthesis; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Folate and pterines,"Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Ligand-binding SRPBCC domain protein family 2,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Glyoxalase family protein,- none -, , ,none,none
Glyoxalase/Bleomycin resistance protein/Dioxygenase family protein,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Tyrosyl-tRNA synthetase (EC 6.1.1.1),"tRNA aminoacylation, Tyr", , ,Protein biosynthesis,Protein Metabolism
Methionine ABC transporter ATP-binding protein,none, , ,"ABC-transporters; Lysine, threonine, methionine, and cysteine; Membrane Transport - no subcategory",Amino Acids and Derivatives; Membrane Transport
Methionine ABC transporter permease protein,none, , ,"ABC-transporters; Lysine, threonine, methionine, and cysteine; Membrane Transport - no subcategory",Amino Acids and Derivatives; Membrane Transport
Methionine ABC transporter substrate-binding protein,<br>Methionine Degradation; Methionine Biosynthesis; none, , ,"Lysine, threonine, methionine, and cysteine; Membrane Transport - no subcategory",Amino Acids and Derivatives; Membrane Transport
Protein AraJ precursor,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
"CzcABC family efflux RND transporter, membrane fusion protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)",Copper Transport System; <br>Copper homeostasis, , ,Cation transporters; Resistance to antibiotics and toxic compounds,"Membrane Transport; Virulence, Disease and Defense"
Multicopper oxidase,Copper homeostasis, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
"Transcriptional regulator, PadR family",none, , ,RNA processing and modification,RNA Metabolism
Thioredoxin reductase (EC 1.8.1.9),Thioredoxin-disulfide reductase; <br>pyrimidine conversions, , ,Pyrimidines; Sulfur Metabolism - no subcategory,Nucleosides and Nucleotides; Sulfur Metabolism
Chromosome (plasmid) partitioning protein ParA,- none -, , ,none,none
Chromosome (plasmid) partitioning protein ParB,- none -, , ,none,none
FIG00649665: hypothetical protein,- none -, , ,none,none
4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Signal peptidase I (EC 3.4.21.89),<br>Signal peptidase; CBSS-176299.4.peg.1292; Protein degradation, , ,Protein degradation; Protein processing and modification,Protein Metabolism
Rhomboid family protein,- none -, , ,none,none
Rhomboid family protein,- none -, , ,none,none
DNA mismatch repair protein MutL,"DNA repair, bacterial MutL-MutS system", , ,DNA repair,DNA Metabolism
"6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)","Riboflavin, FMN and FAD metabolism; <br>Riboflavin synthesis cluster", , ,"Riboflavin, FMN, FAD","Cofactors, Vitamins, Prosthetic Groups, Pigments"
FIG170660: TPR domain protein,CBSS-226186.1.peg.4253, , ,none,none
DNA recombination and repair protein RecF,"CBSS-226186.1.peg.4253; <br>DNA repair, bacterial RecFOR pathway; <br>DNA replication cluster 1", , ,DNA repair,DNA Metabolism
Thioredoxin,- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98),- none -, , ,none,none
transcriptional regulator,none, , ,RNA processing and modification,RNA Metabolism
N-acetylglucosaminyltransferase (EC 2.4.1.-),- none -, , ,none,none
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Uncharacterized protein YjqA,- none -, , ,none,none
putative lipoprotein,- none -, , ,none,none
Lipoyl synthase (EC 2.8.1.8),- none -, , ,none,none
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12),Glycolysis and Gluconeogenesis; <br>Pyridoxin (Vitamin B6) Biosynthesis, , ,Central carbohydrate metabolism; Pyridoxine,"Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Tetraacyldisaccharide 4&#39;-kinase (EC 2.7.1.130),- none -, , ,none,none
GTP cyclohydrolase 1 type 2 homolog YbgI @ Bsu YqfO NIF3/CutA domain,- none -, , ,none,none
FIG137478: Hypothetical protein,- none -, , ,none,none
Hydrolase,- none -, , ,none,none
"Transcriptional regulator, ArsR family",none, , ,RNA processing and modification,RNA Metabolism
Antibiotic biosynthesis monooxygenase,Antibiotics biosynthesis; CBSS-1085.1.peg.1363, , ,"Bacterial cytostatics, differentiation factors and antibiotics",Secondary Metabolism
LSU rRNA pseudouridine(2604) synthase (EC 5.4.99.21),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
Magnesium and cobalt transport protein CorA,Magnesium transport; none, , ,Cation transporters; Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, MarR family",none, , ,RNA processing and modification,RNA Metabolism
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Sensory transduction regulatory protein,- none -, , ,none,none
Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5),5-FCL-like protein; <br>One-carbon metabolism by tetrahydropterines; <br>One-carbon metabolism by tetrahydropterines, , ,Folate and pterines; One-carbon Metabolism,"Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Signal recognition particle protein Ffh,- none -, , ,none,none
Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-),- none -, , ,none,none
Putative periplasmic protein,- none -, , ,none,none
Putative periplasmic protein,- none -, , ,none,none
TonB-dependent receptor; Outer membrane receptor for ferrienterochelin and colicins,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
FIG00653516: hypothetical protein,- none -, , ,none,none
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
Arginyl-tRNA synthetase (EC 6.1.1.19),"tRNA aminoacylation, Arg", , ,Protein biosynthesis,Protein Metabolism
Putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Cytoplasmic copper homeostasis protein CutC,Copper homeostasis: copper tolerance, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
COG2827: putative endonuclease containing a URI domain,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)",- none -, , ,none,none
FIG01093517: hypothetical protein,- none -, , ,none,none
"Ferric iron ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
OmpA family protein,- none -, , ,none,none
Chaperone protein HtpG,Protein chaperones, , ,Protein folding,Protein Metabolism
Mannose-6-phosphate isomerase (EC 5.3.1.8),Mannose Metabolism, , ,Monosaccharides,Carbohydrates
"Thiol peroxidase, Bcp-type (EC 1.11.1.15)",Thioredoxin-disulfide reductase, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
6-pyruvoyl tetrahydrobiopterin synthase (EC 4.2.3.12),Pterin synthesis related cluster, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Isopentenyl-diphosphate Delta-isomerase (EC 5.3.3.2),- none -, , ,none,none
Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12),- none -, , ,none,none
Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11),- none -, , ,none,none
Xaa-Pro aminopeptidase (EC 3.4.11.9),Aminopeptidases; Aminopeptidases (EC 3.4.11.-); Protein degradation, , ,Protein degradation,Protein Metabolism
Quinone oxidoreductase (EC 1.6.5.5),Quinone oxidoreductase family, , ,Respiration - no subcategory,Respiration
NAD-utilizing dehydrogenases,- none -, , ,none,none
putative membrane protein,- none -, , ,none,none
ATP-dependent DNA helicase RecQ,"DNA helicase; DNA repair, bacterial RecFOR pathway", , ,DNA Metabolism - no subcategory; DNA repair,DNA Metabolism
D-arabinose-5-phosphate isomerase (EC 5.3.1.13),- none -, , ,none,none
Twin-arginine translocation protein TatC,Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related; <br>Twin-arginine translocation system, , ,Protein translocation across cytoplasmic membrane,Membrane Transport
"Lipopolysaccharide ABC transporter, ATP-binding protein LptB",none, , ,ABC-transporters; Gram-Negative cell wall components; Membrane Transport - no subcategory,Cell Wall and Capsule; Membrane Transport
"Lyzozyme M1 (1,4-beta-N-acetylmuramidase) (EC 3.2.1.17)",- none -, , ,none,none
CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8),- none -, , ,none,none
Bacterial sugar transferase,- none -, , ,none,none
Oligosaccharide repeat unit polymerase Wzy,- none -, , ,none,none
"Alpha-1,4-N-acetylgalactosamine transferase PglH (EC 2.4.1.-)",N-linked Glycosylation in Bacteria, , ,Protein processing and modification,Protein Metabolism
"Glycosyl transferase, group 1 (EC 2.-.-.-)",- none -, , ,none,none
hypothetical protein FP1254,- none -, , ,none,none
Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-),- none -, , ,none,none
streptogramin A acetyltransferase,- none -, , ,none,none
UDP-N-acetylglucosamine 2-epimerase (hydrolyzing) (EC 3.2.1.183),- none -, , ,none,none
N-acetylneuraminate synthase (EC 2.5.1.56),- none -, , ,none,none
N-acylneuraminate cytidylyltransferase (EC 2.7.7.43),- none -, , ,none,none
"Lipopolysaccharide 1,2-N-acetylglucosaminetransferase (EC 2.4.1.56)",- none -, , ,none,none
"Glycosyl transferase, group 1",- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
"Beta-1,3-glucosyltransferase",- none -, , ,none,none
putative glycosyltransferase - possibly involved in cell wall localization and side chain formation of rhamnose-glucose polysaccharide,Rhamnose containing glycans, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
"Polysaccharide ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
rhamnose-containing polysacharide translocation permease,- none -, , ,none,none
Capsular polysaccharide biosynthesis protein capD,Capsular Polysaccharides Biosynthesis and Assembly; Polysaccharide biosynthesis, , ,Capsular and extracellular polysacchrides; Polysaccharides,Carbohydrates; Cell Wall and Capsule
Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24),Rhamnose containing glycans; <br>dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133),Rhamnose containing glycans; <br>dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)",Rhamnose containing glycans; <br>dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase,N-linked Glycosylation in Bacteria, , ,Protein processing and modification,Protein Metabolism
Acetyltransferase,- none -, , ,none,none
Lipid carrier : UDP-N-acetylgalactosaminyltransferase (EC 2.4.1.-),N-linked Glycosylation in Bacteria, , ,Protein processing and modification,Protein Metabolism
"Alpha-L-Rha alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.-)",Rhamnose containing glycans, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
O-acetyltransferase,- none -, , ,none,none
probable glycosyltransferase protein,- none -, , ,none,none
UDP-N-acetyl-D-glucosamine 6-dehydrogenase (EC 1.1.1.136),- none -, , ,none,none
UDP-glucose 4-epimerase (EC 5.1.3.2),Lactose and Galactose Uptake and Utilization; <br>N-linked Glycosylation in Bacteria; <br>Rhamnose containing glycans, , ,Capsular and extracellular polysacchrides; Di- and oligosaccharides; Protein processing and modification,Carbohydrates; Cell Wall and Capsule; Protein Metabolism
putative protein involved in capsular polysaccharide biosynthesis,Capsular Polysaccharides Biosynthesis and Assembly, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
Polysialic acid transport protein KpsD precursor,none, , ,Membrane Transport - no subcategory,Membrane Transport
"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",Rhamnose containing glycans; <br>dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13),- none -, , ,none,none
UDP-N-acetyl-D-glucosamine 6-dehydrogenase (EC 1.1.1.136),- none -, , ,none,none
Transcriptional activator RfaH,Transcription factors bacterial, , ,Transcription,RNA Metabolism
UDP-glucose 6-dehydrogenase (EC 1.1.1.22),- none -, , ,none,none
UDP-glucose 4-epimerase (EC 5.1.3.2),Lactose and Galactose Uptake and Utilization; <br>N-linked Glycosylation in Bacteria; <br>Rhamnose containing glycans, , ,Capsular and extracellular polysacchrides; Di- and oligosaccharides; Protein processing and modification,Carbohydrates; Cell Wall and Capsule; Protein Metabolism
Tyrosine-protein kinase (EC 2.7.10.2),- none -, , ,none,none
Polysaccharide export outer membrane protein,- none -, , ,none,none
Recombination protein RecR,"DNA processing cluster; <br>DNA repair, bacterial RecFOR pathway", , ,"DNA repair; DNA uptake, competence",DNA Metabolism
Predicted CoA-binding domain COG1832,- none -, , ,none,none
UPF0056 inner membrane protein MarC,- none -, , ,none,none
Histone acetyltransferase HPA2 and related acetyltransferases,- none -, , ,none,none
"NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)",Dimethylarginine metabolism, , ,Stress Response - no subcategory,Stress Response
Citrate synthase (si) (EC 2.3.3.1),Glyoxylate bypass, , ,Central carbohydrate metabolism,Carbohydrates
Enolase (EC 4.2.1.11),Glycolysis and Gluconeogenesis, , ,Central carbohydrate metabolism,Carbohydrates
Carbamoyl-phosphate synthase small chain (EC 6.3.5.5),- none -, , ,none,none
LSU ribosomal protein L17p,Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6),RNA polymerase bacterial, , ,Transcription,RNA Metabolism
"SSU ribosomal protein S4p (S9e) @ SSU ribosomal protein S4p (S9e), zinc-independent",Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S11p (S14e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S13p (S18e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Translation initiation factor 1,Translation initiation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Protein translocase subunit SecY,Protein transport, , ,Protein transport,Membrane Transport
LSU ribosomal protein L15p (L27Ae),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L30p (L7e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S5p (S2e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L18p (L5e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L6p (L9e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S8p (S15Ae),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent",<br>Ribosome SSU bacterial; Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L5p (L11e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L24p (L26e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L14p (L23e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S17p (S11e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L29p (L35e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L16p (L10e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S3p (S3e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L22p (L17e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S19p (S15e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L2p (L8e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L23p (L23Ae),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L4p (L1e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L3p (L3e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S10p (S20e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Translation elongation factor G,Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Translation elongation factor G family; <br>Translation elongation factors bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
SSU ribosomal protein S7p (S5e),Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Ribosome SSU bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
SSU ribosomal protein S12p (S23e),Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Ribosome SSU bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
23S rRNA (guanosine(2251)-2&#39;-O)-methyltransferase (EC 2.1.1.185),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Replication-associated recombination protein RarA,none, , ,DNA replication,DNA Metabolism
2-haloalkanoic acid dehalogenase (EC 3.8.1.2),- none -, , ,none,none
UPF0758 family protein,- none -, , ,none,none
Uncharacterized protein YijF,- none -, , ,none,none
Amino acid ligase similar to peptidoglycan synthetases,- none -, , ,none,none
GTP-binding protein Obg,CBSS-176279.3.peg.868, , ,none,none
Hemolysins and related proteins containing CBS domains,- none -, , ,none,none
Adenylate kinase (EC 2.7.4.3),Purine conversions, , ,Purines,Nucleosides and Nucleotides
Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8),Folate biosynthesis cluster; <br>Purine conversions, , ,Folate and pterines; Purines,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Nucleosides and Nucleotides"
N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18),- none -, , ,none,none
N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18),- none -, , ,none,none
Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5),Protein degradation, , ,Protein degradation,Protein Metabolism
SanA protein,- none -, , ,none,none
"Transcriptional regulator, ArsR family",none, , ,RNA processing and modification,RNA Metabolism
Cell division inhibitor SulA,- none -, , ,none,none
Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2),Glycine and Serine Utilization; <br>Glycine cleavage system, , ,"Alanine, serine, and glycine",Amino Acids and Derivatives
"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)",- none -, , ,none,none
"Bacteriocin/lantibiotic efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, YafY family",none, , ,RNA processing and modification,RNA Metabolism
Glycosyltransferase,- none -, , ,none,none
Phospholipid ABC transporter permease protein MlaE,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Phospholipid ABC transporter ATP-binding protein MlaF,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
four helix bundle protein,- none -, , ,none,none
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
D-alanine-D-alanine ligase,- none -, , ,none,none
"antioxidant, AhpC/TSA family",- none -, , ,none,none
"Transcriptional regulator, Crp/Fnr family",none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
"Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.8.1)",- none -, , ,none,none
Glu/Leu/Phe/Val dehydrogenase family protein,- none -, , ,none,none
putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Biopolymer transport protein ExbD/TolR; potentially related to transport or biosynthesis of folate,Ton and Tol transport systems; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Ferric siderophore transport system, biopolymer transport protein ExbB",Siderophore; Ton and Tol transport systems; none, , ,Membrane Transport - no subcategory,Membrane Transport
Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17),Folate Biosynthesis; <br>Folate Biosynthesis, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
"Putative two-component system sensor protein, no kinase domain",Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
conserved hypothetical protein,- none -, , ,none,none
plectin 1 isoform 8,- none -, , ,none,none
DNA polymerase III delta prime subunit (EC 2.7.7.7),DNA polymerase, , ,DNA replication,DNA Metabolism
Acyl-CoA hydrolase (EC 3.1.2.20),- none -, , ,none,none
RecA protein,"DNA repair, bacterial; <br>DNA repair, bacterial RecFOR pathway; <br>DNA repair system including RecA, MutS and a hypothetical protein; <br>RecA and RecX", , ,DNA repair,DNA Metabolism
Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),- none -, , ,none,none
Tryptophanyl-tRNA synthetase (EC 6.1.1.2),"tRNA aminoacylation, Trp", , ,Protein biosynthesis,Protein Metabolism
Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake,CBSS-272943.3.peg.1367, , ,none,none
Related to 5&#39; to 3&#39; DNA helicase,DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
Outer membrane protein H precursor,Periplasmic Stress Response, , ,Periplasmic Stress,Stress Response
SAM-dependent methyltransferase BT3209,- none -, , ,none,none
tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmG,RNA methylation, , ,RNA processing and modification,RNA Metabolism
"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly",CBSS-56780.10.peg.1536; <br>Glycyl-tRNA synthetase containing cluster, , ,none,none
"liver stage antigen, putative",- none -, , ,none,none
Glutamyl-tRNA synthetase (EC 6.1.1.17),"Heme and Siroheme Biosynthesis; <br>tRNA aminoacylation, Glu and Gln", , ,Protein biosynthesis; Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Protein Metabolism"
Protein QmcA (possibly involved in integral membrane quality control),- none -, , ,none,none
Glutaminyl-tRNA synthetase (EC 6.1.1.18),"tRNA aminoacylation, Glu and Gln", , ,Protein biosynthesis,Protein Metabolism
