Function,Subsystem,NCBI GI,locus,System,Category
Putative 2Fe-2S ferredoxin CbiW involved in B12 biosynthesis,- none -, , ,none,none
NADH dehydrogenase (EC 1.6.99.3),Respiratory dehydrogenases 1; <br>Riboflavin synthesis cluster, , ,Electron donating reactions,Respiration
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
"ATP-dependent RNA helicase, DEAD box family",RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
"Two-component transcriptional response regulator, AtoC family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Efflux ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Chaperone protein DnaJ,Protein chaperones, , ,Protein folding,Protein Metabolism
Heat shock protein GrpE,Protein chaperones, , ,Protein folding,Protein Metabolism
Rhodanese-like domain protein,- none -, , ,none,none
Cell division inhibitor SulA,- none -, , ,none,none
"Transcriptional regulator, PadR family",none, , ,RNA processing and modification,RNA Metabolism
Peptidase,Protein degradation, , ,Protein degradation,Protein Metabolism
FIG00431159: hypothetical protein,- none -, , ,none,none
Uncharacterized Nudix hydrolase NudL,- none -, , ,none,none
tRNA-(ms[2]io[6]A)-hydroxylase,- none -, , ,none,none
GTP cyclohydrolase I (EC 3.5.4.16) type 1,Folate Biosynthesis; <br>Folate biosynthesis cluster; <br>Pterin synthesis related cluster, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Cysteinyl-tRNA synthetase (EC 6.1.1.16),"tRNA aminoacylation, Cys", , ,Protein biosynthesis,Protein Metabolism
Membrane protein insertion efficiency factor YidD,- none -, , ,none,none
Prolipoprotein diacylglyceryl transferase,- none -, , ,none,none
Protein translocase subunit SecD / Protein translocase subunit SecF,Protein transport, , ,Protein transport,Membrane Transport
Malate dehydrogenase (EC 1.1.1.37),- none -, , ,none,none
FIG00694364: hypothetical protein,- none -, , ,none,none
DNA gyrase subunit B (EC 5.99.1.3),"DNA gyrase subunits; <br>DNA replication cluster 1; <br>DNA topoisomerases, Type II, ATP-dependent; <br>Resistance to fluoroquinolones", , ,DNA replication; Resistance to antibiotics and toxic compounds,"DNA Metabolism; Virulence, Disease and Defense"
Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4),"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation",Amino Acids and Derivatives
Putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
TPR-domain-containing protein,- none -, , ,none,none
"Cell-division-associated, ABC-transporter-like signaling protein FtsE",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Glycosyl transferase, group 1",- none -, , ,none,none
FIG00650767: hypothetical protein,- none -, , ,none,none
"Glycosyl transferase, group 1",- none -, , ,none,none
Glycosyltransferase PglI (EC 2.4.1.-),N-linked Glycosylation in Bacteria, , ,Protein processing and modification,Protein Metabolism
Acetyltransferase,- none -, , ,none,none
"dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase (EC 2.6.1.90)",- none -, , ,none,none
UPF0126 inner membrane protein BT_1201,- none -, , ,none,none
FIG022979: MoxR-like ATPases,- none -, , ,none,none
Molybdopterin oxidoreductase,- none -, , ,none,none
RNA methyltransferase DR1017,RNA methylation, , ,RNA processing and modification,RNA Metabolism
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily / DUF3471 domain,- none -, , ,none,none
response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Guanosine-3&#39;,5&#39;-bis(diphosphate) 3&#39;-pyrophosphohydrolase (EC 3.1.7.2) / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II","CBSS-176299.4.peg.1292; <br>CBSS-176299.4.peg.1292; <br>Stringent Response, (p)ppGpp metabolism; <br>Stringent Response, (p)ppGpp metabolism", , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Ferric uptake regulation protein FUR,Oxidative stress, , ,Oxidative stress,Stress Response
Adenylosuccinate synthetase (EC 6.3.4.4),Purine conversions, , ,Purines,Nucleosides and Nucleotides
Lipopolysaccharide export system protein LptA,Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
Acetylornithine aminotransferase (EC 2.6.1.11) (ACOAT),- none -, , ,none,none
TPR domain protein,- none -, , ,none,none
Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate), , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
EriC-type fluoride/proton exchange protein,- none -, , ,none,none
Uncharacterized protein YqjZ,- none -, , ,none,none
Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8),Nucleoside triphosphate pyrophosphohydrolase MazG, , ,Detoxification,Nucleosides and Nucleotides
Peptide deformylase (EC 3.5.1.88),Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Malate:quinone oxidoreductase (EC 1.1.5.4),- none -, , ,none,none
Putative pre-16S rRNA nuclease YqgF,Nuclease, , ,RNA processing and modification,RNA Metabolism
"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)","Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Putative two-domain glycosyltransferase,- none -, , ,none,none
"beta 1,4 glucosyltransferase",- none -, , ,none,none
Polysaccharide deacetylase,- none -, , ,none,none
"Glycosyl transferase, family 2",- none -, , ,none,none
Putative two-domain glycosyltransferase,- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
Pseudaminic acid synthase (EC 2.5.1.97),- none -, , ,none,none
putative ribosomal-protein-serine acetyltransferase,- none -, , ,none,none
"aminotransferase, Class III pyridoxal-phosphate dependent",- none -, , ,none,none
"Aminotransferase, DegT/DnrJ/EryC1/StrS family",- none -, , ,none,none
"UDP-N-acetylglucosamine 4,6-dehydratase (inverting) (EC 4.2.1.115)",- none -, , ,none,none
Threonylcarbamoyl-AMP synthase (EC 2.7.7.87),- none -, , ,none,none
CCA tRNA nucleotidyltransferase (EC 2.7.7.72),"RNA processing and degradation, bacterial", , ,RNA processing and modification,RNA Metabolism
"Heme A synthase, cytochrome oxidase biogenesis protein Cox15-CtaA",Biogenesis of cytochrome c oxidases, , ,Respiration - no subcategory,Respiration
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Probable outer membrane receptor protein,- none -, , ,none,none
Chloride channel protein,- none -, , ,none,none
HPP family protein,- none -, , ,none,none
Uncharacterized protein YaeR with similarity to glyoxylase family,- none -, , ,none,none
Lmo0572 protein,- none -, , ,none,none
integrase family protein,Integrase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
"Efflux ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
GTP-binding protein TypA/BipA,- none -, , ,none,none
SSU ribosomal protein S20p,Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"Prolyl-tRNA synthetase (EC 6.1.1.15), archaeal/eukaryal type","tRNA aminoacylation, Pro", , ,Protein biosynthesis,Protein Metabolism
Vitellogenin II precursor,- none -, , ,none,none
putative hemin receptor,- none -, , ,none,none
Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase (EC 2.8.4.4),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Propionyl-CoA carboxylase beta chain (EC 6.4.1.3),- none -, , ,none,none
Pyruvate carboxylase subunit A (EC 6.4.1.1),- none -, , ,none,none
Biotin carboxyl carrier protein of acetyl-CoA carboxylase; Biotin carboxyl carrier protein,Fatty Acid Biosynthesis FASII; <br>Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
FIG00653582: hypothetical protein,- none -, , ,none,none
Glucosaminyl-malate:cysteine ligase,- none -, , ,none,none
Sulfatase modifying factor 1 precursor (C-alpha-formyglycine- generating enzyme 1),- none -, , ,none,none
Nucleoside diphosphate kinase (EC 2.7.4.6),Purine conversions; <br>pyrimidine conversions, , ,Purines; Pyrimidines,Nucleosides and Nucleotides
Ferrichrome-iron receptor,- none -, , ,none,none
"Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives",DNA replication cluster 1, , ,none,none
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
Signal recognition particle receptor FtsY,- none -, , ,none,none
"Uncharacterized protein Fjoh_4981, DUF4295-containing",- none -, , ,none,none
"LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent",<br>Ribosome LSU bacterial; Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent",Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
ADP-ribose pyrophosphatase of COG1058 family (EC 3.6.1.13) / Nicotinamide-nucleotide amidase (EC 3.5.1.42),- none -, , ,none,none
Fumarylacetoacetate hydrolase family protein,Gentisate degradation; <br>Salicylate and gentisate catabolism, , ,Metabolism of Aromatic Compounds - no subcategory; Metabolism of central aromatic intermediates,Metabolism of Aromatic Compounds
DNA Pol III Epsilon Chain,- none -, , ,none,none
Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168),Dehydrogenase complexes; <br>Isoleucine degradation; <br>Valine degradation, , ,Branched-chain amino acids; Central carbohydrate metabolism,Amino Acids and Derivatives; Carbohydrates
"dTDP-Rha:A-D-GlcNAc-diphosphoryl polyprenol, A-3-L-rhamnosyl transferase WbbL",dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
Bis-ABC ATPase Uup,- none -, , ,none,none
Short-chain dehydrogenase,- none -, , ,none,none
"ABC-type antimicrobial peptide transport system, ATPase component",none, , ,ABC-transporters,Membrane Transport
ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17),- none -, , ,none,none
Protein translocase subunit SecA,Protein transport, , ,Protein transport,Membrane Transport
protein containing BNR/Asp-box repeats,- none -, , ,none,none
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
FAD/FMN-containing dehydrogenase,- none -, , ,none,none
Fosmidomycin resistance protein,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Auxin efflux carrier family protein,- none -, , ,none,none
"Rrf2 family transcriptional regulator, group III",none, , ,RNA processing and modification; Transcription,RNA Metabolism
Rrf2-linked NADH-flavin reductase,- none -, , ,none,none
putative periplasmic protein kinase ArgK and related GTPases of G3E family,- none -, , ,none,none
Na+-driven multidrug efflux pump,- none -, , ,none,none
Lipoprotein,- none -, , ,none,none
"protein of unknown function DUF306, Meta and HslJ",- none -, , ,none,none
"Putative von Willebrand factor, vWF type A domain protein STM2315",- none -, , ,none,none
Bis-ABC ATPase YheS.2,- none -, , ,none,none
"2-oxoglutarate dehydrogenase complex, dehydrogenase component",- none -, , ,none,none
D-aminopeptidase (EC 3.4.11.19),Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Thioredoxin reductase (EC 1.8.1.9),Thioredoxin-disulfide reductase; <br>pyrimidine conversions, , ,Pyrimidines; Sulfur Metabolism - no subcategory,Nucleosides and Nucleotides; Sulfur Metabolism
Uridine kinase (EC 2.7.1.48),pyrimidine conversions, , ,Pyrimidines,Nucleosides and Nucleotides
"Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage",Cell division protein; Cell division-ribosomal stress proteins cluster, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
"Methylmalonyl-CoA mutase small subunit, MutA (EC 5.4.99.2)",- none -, , ,none,none
"Methylmalonyl-CoA mutase large subunit, MutB (EC 5.4.99.2)",- none -, , ,none,none
"Exonuclease, RNase T and DNA polymerase III",DNA polymerase; Nuclease, , ,DNA Metabolism - no subcategory; DNA replication; RNA processing and modification,DNA Metabolism; RNA Metabolism
Peptide chain release factor homolog,Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
"RNA-2&#39;,3&#39;-PO4:RNA-5&#39;-OH ligase",RNA 3&#39;-terminal phosphate cyclase, , ,none,none
"Peptidase, S41 family",Protein degradation, , ,Protein degradation,Protein Metabolism
Panthothenate synthetase,- none -, , ,none,none
Aspartate aminotransferase (EC 2.6.1.1),"CBSS-216591.1.peg.168; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Threonine and Homoserine Biosynthesis", , ,"Alanine, serine, and glycine; Glutamine, glutamate, aspartate, asparagine; Lysine, threonine, methionine, and cysteine; ammonia assimilation",Amino Acids and Derivatives
Probable glutathione S-transferase-related transmembrane protein,- none -, , ,none,none
"2,4-dienoyl-CoA reductase, mitochondrial precursor (EC 1.3.1.34)",- none -, , ,none,none
Chromosome (plasmid) partitioning protein ParA,- none -, , ,none,none
Chromosome (plasmid) partitioning protein ParB,- none -, , ,none,none
FIG00649665: hypothetical protein,- none -, , ,none,none
4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Signal peptidase I (EC 3.4.21.89),<br>Signal peptidase; CBSS-176299.4.peg.1292; Protein degradation, , ,Protein degradation; Protein processing and modification,Protein Metabolism
Rhomboid family protein,- none -, , ,none,none
Rhomboid family protein,- none -, , ,none,none
DNA mismatch repair protein MutL,"DNA repair, bacterial MutL-MutS system", , ,DNA repair,DNA Metabolism
"6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)","Riboflavin, FMN and FAD metabolism; <br>Riboflavin synthesis cluster", , ,"Riboflavin, FMN, FAD","Cofactors, Vitamins, Prosthetic Groups, Pigments"
FIG170660: TPR domain protein,CBSS-226186.1.peg.4253, , ,none,none
DNA recombination and repair protein RecF,"CBSS-226186.1.peg.4253; <br>DNA repair, bacterial RecFOR pathway; <br>DNA replication cluster 1", , ,DNA repair,DNA Metabolism
Thioredoxin,- none -, , ,none,none
UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98),- none -, , ,none,none
Protease synthase and sporulation negative regulatory protein PAI 2,- none -, , ,none,none
N-acetylglucosaminyltransferase (EC 2.4.1.-),- none -, , ,none,none
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Na+/H+ antiporter NhaA type,"NhaA, NhaD and Sodium-dependent phosphate transporters; none", , ,Uni- Sym- and Antiporters,Membrane Transport
Lipoyl synthase (EC 2.8.1.8),- none -, , ,none,none
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12),Pyridoxin (Vitamin B6) Biosynthesis, , ,Pyridoxine,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Purine nucleoside phosphorylase (EC 2.4.2.1),Adenosyl nucleosidases; <br>Deoxyribose and Deoxynucleoside Catabolism; <br>Purine conversions; <br>pyrimidine conversions, , ,Monosaccharides; Nucleosides and Nucleotides - no subcategory; Purines; Pyrimidines,Carbohydrates; Nucleosides and Nucleotides
Tetraacyldisaccharide 4&#39;-kinase (EC 2.7.1.130),- none -, , ,none,none
GTP cyclohydrolase 1 type 2 homolog YbgI @ Bsu YqfO NIF3/CutA domain,- none -, , ,none,none
FIG137478: Hypothetical protein,- none -, , ,none,none
"hydrolase, putative",- none -, , ,none,none
LSU rRNA pseudouridine(2604) synthase (EC 5.4.99.21),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
"Acetyltransferase, GNAT family",- none -, , ,none,none
Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5),5-FCL-like protein; <br>One-carbon metabolism by tetrahydropterines; <br>One-carbon metabolism by tetrahydropterines, , ,Folate and pterines; One-carbon Metabolism,"Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Signal recognition particle protein Ffh,- none -, , ,none,none
Uncharacterized membrane protein RSP_0589,- none -, , ,none,none
Acriflavin resistance protein,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
"RND efflux system, membrane fusion protein",- none -, , ,none,none
"Efflux transport system, outer membrane factor (OMF) lipoprotein",none, , ,Membrane Transport - no subcategory,Membrane Transport
Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-),- none -, , ,none,none
Putative periplasmic protein,- none -, , ,none,none
Arginyl-tRNA synthetase (EC 6.1.1.19),"tRNA aminoacylation, Arg", , ,Protein biosynthesis,Protein Metabolism
Putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Fatty acid hydroxylase family (carotene hydroxylase/sterol desaturase),- none -, , ,none,none
"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)",- none -, , ,none,none
FIG01093517: hypothetical protein,- none -, , ,none,none
"ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Major outer membrane protein OmpA,- none -, , ,none,none
OmpA family protein,- none -, , ,none,none
Chaperone protein HtpG,Protein chaperones, , ,Protein folding,Protein Metabolism
Permease of the drug/metabolite transporter (DMT) superfamily,none, , ,Membrane Transport - no subcategory,Membrane Transport
Aquaporin Z,Osmoregulation, , ,Osmotic stress,Stress Response
Alkylated DNA repair protein,none, , ,DNA repair,DNA Metabolism
Asl0491 protein,- none -, , ,none,none
Mannose-6-phosphate isomerase (EC 5.3.1.8),Mannose Metabolism, , ,Monosaccharides,Carbohydrates
"Thiol peroxidase, Bcp-type (EC 1.11.1.15)",Thioredoxin-disulfide reductase, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
6-pyruvoyl tetrahydrobiopterin synthase (EC 4.2.3.12),Pterin synthesis related cluster, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Isopentenyl-diphosphate Delta-isomerase (EC 5.3.3.2),- none -, , ,none,none
NAD-utilizing dehydrogenases,- none -, , ,none,none
ATP-dependent DNA helicase RecQ,"DNA helicase; DNA repair, bacterial RecFOR pathway", , ,DNA Metabolism - no subcategory; DNA repair,DNA Metabolism
D-arabinose-5-phosphate isomerase (EC 5.3.1.13),- none -, , ,none,none
Twin-arginine translocation protein TatC,Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related; <br>Twin-arginine translocation system, , ,Protein translocation across cytoplasmic membrane,Membrane Transport
"Lipopolysaccharide ABC transporter, ATP-binding protein LptB",none, , ,ABC-transporters; Gram-Negative cell wall components; Membrane Transport - no subcategory,Cell Wall and Capsule; Membrane Transport
"Lyzozyme M1 (1,4-beta-N-acetylmuramidase) (EC 3.2.1.17)",- none -, , ,none,none
CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8),- none -, , ,none,none
Bacterial sugar transferase,- none -, , ,none,none
"Glycosyl transferase, group 1",- none -, , ,none,none
Oligosaccharide repeat unit polymerase Wzy,Capsular Polysaccharides Biosynthesis and Assembly, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
"Alpha-1,4-N-acetylgalactosamine transferase PglH (EC 2.4.1.-)",N-linked Glycosylation in Bacteria, , ,Protein processing and modification,Protein Metabolism
"Glycosyl transferase, group 1 (EC 2.-.-.-)",- none -, , ,none,none
Hexapeptide transferase family protein,- none -, , ,none,none
hypothetical protein FP1254,- none -, , ,none,none
"dTDP-4-amino-4,6-dideoxygalactose transaminase (EC 2.6.1.59)",- none -, , ,none,none
"acetyltransferase, putative",- none -, , ,none,none
"Glycosyl transferase, family 2",- none -, , ,none,none
Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4),"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation",Amino Acids and Derivatives
N-acylneuraminate cytidylyltransferase (EC 2.7.7.43),- none -, , ,none,none
UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14),CMP-N-acetylneuraminate Biosynthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
N-acetylneuraminate synthase (EC 2.5.1.56),CMP-N-acetylneuraminate Biosynthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
Chloramphenicol acetyltransferase (EC 2.3.1.28),- none -, , ,none,none
"Glycosyl transferase, group 1",- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
Acetyltransferase,- none -, , ,none,none
"Aminotransferase, DegT/DnrJ/EryC1/StrS family",- none -, , ,none,none
"Polysaccharide ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"O-antigen export system, permease protein",- none -, , ,none,none
Capsular polysaccharide synthesis enzyme Cap8C; Manganese-dependent protein-tyrosine phosphatase (EC 3.1.3.48),Capsular Polysaccharides Biosynthesis and Assembly, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
Tyrosine-protein kinase (EC 2.7.10.2),- none -, , ,none,none
Polysaccharide export outer membrane protein,- none -, , ,none,none
"UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.135)",- none -, , ,none,none
4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase,N-linked Glycosylation in Bacteria, , ,Protein processing and modification,Protein Metabolism
Undecaprenyl-phosphate galactosephosphotransferase (EC 2.7.8.6),- none -, , ,none,none
4-amino-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) acetyltrasferase,N-linked Glycosylation in Bacteria, , ,Protein processing and modification,Protein Metabolism
Lipid carrier : UDP-N-acetylgalactosaminyltransferase (EC 2.4.1.-),CBSS-296591.1.peg.2330; <br>N-linked Glycosylation in Bacteria, , ,Protein processing and modification,Protein Metabolism
"Alpha-1,3-N-acetylgalactosamine transferase PglA (EC 2.4.1.-)",CBSS-296591.1.peg.2330; <br>N-linked Glycosylation in Bacteria, , ,Protein processing and modification,Protein Metabolism
"Glycosyl transferase, group 1",- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45),- none -, , ,none,none
N-acetylneuraminate synthase (EC 2.5.1.56),CMP-N-acetylneuraminate Biosynthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
putative polysaccharide biosynthesis protein,Polysaccharide biosynthesis, , ,Polysaccharides,Carbohydrates
UDP-N-acetyl-D-glucosamine 6-dehydrogenase (EC 1.1.1.136),- none -, , ,none,none
UDP-glucose 6-dehydrogenase (EC 1.1.1.22),- none -, , ,none,none
UDP-glucose 4-epimerase (EC 5.1.3.2),CBSS-296591.1.peg.2330; <br>N-linked Glycosylation in Bacteria; <br>Rhamnose containing glycans, , ,Capsular and extracellular polysacchrides; Protein processing and modification,Cell Wall and Capsule; Protein Metabolism
Tyrosine-protein kinase (EC 2.7.10.2),- none -, , ,none,none
Polysaccharide export outer membrane protein,- none -, , ,none,none
Recombination protein RecR,"DNA processing cluster; <br>DNA repair, bacterial RecFOR pathway", , ,"DNA repair; DNA uptake, competence",DNA Metabolism
Sodium/iodide co-transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
Predicted CoA-binding domain COG1832,- none -, , ,none,none
UPF0056 inner membrane protein MarC,- none -, , ,none,none
probable oxidoreductase-putative NAD-dependent nucleoside-diphosphate-sugar epimerase,- none -, , ,none,none
"NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)",Dimethylarginine metabolism, , ,Stress Response - no subcategory,Stress Response
protein TolA,- none -, , ,none,none
Citrate synthase (si) (EC 2.3.3.1),- none -, , ,none,none
Enolase (EC 4.2.1.11),- none -, , ,none,none
Carbamoyl-phosphate synthase small chain (EC 6.3.5.5),- none -, , ,none,none
LSU ribosomal protein L17p,Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6),RNA polymerase bacterial, , ,Transcription,RNA Metabolism
"SSU ribosomal protein S4p (S9e) @ SSU ribosomal protein S4p (S9e), zinc-independent",Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S11p (S14e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S13p (S18e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"LSU ribosomal protein L36p @ LSU ribosomal protein L36p, zinc-independent",Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Translation initiation factor 1,Translation initiation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Protein translocase subunit SecY,Protein transport, , ,Protein transport,Membrane Transport
LSU ribosomal protein L15p (L27Ae),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L30p (L7e),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S5p (S2e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L18p (L5e),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L6p (L9e),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S8p (S15Ae),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent",<br>Ribosome SSU bacterial; Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L5p (L11e),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L24p (L26e),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L14p (L23e),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S17p (S11e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L29p (L35e),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
