Function,Subsystem,NCBI GI,locus,System,Category
"Transcriptional regulator, AsnC family",none, , ,RNA processing and modification,RNA Metabolism
O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48),Methionine Biosynthesis; <br>Methionine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
"Uncharacterized amino acid permease, GabP family",- none -, , ,none,none
Glucose-fructose oxidoreductase (EC 1.1.99.28),- none -, , ,none,none
"Fe-S protein, homolog of lactate dehydrogenase SO1521",- none -, , ,none,none
Prophage Lp2 protein 6,- none -, , ,none,none
Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170),- none -, , ,none,none
COG1649 predicted glycoside hydrolase,- none -, , ,none,none
"AmpG protein, beta-lactamase induction signal transducer",- none -, , ,none,none
Histone acetyltransferase HPA2 and related acetyltransferases,- none -, , ,none,none
beta-N-acetylglucosaminidase (EC 3.2.1.52),- none -, , ,none,none
Alkyl hydroperoxide reductase subunit C-like protein,Oxidative stress; <br>Rubrerythrin; <br>Thioredoxin-disulfide reductase, , ,Oxidative stress; Sulfur Metabolism - no subcategory,Stress Response; Sulfur Metabolism
Thioredoxin,- none -, , ,none,none
"Thiol peroxidase, Tpx-type (EC 1.11.1.15)",Thioredoxin-disulfide reductase, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
Diacylglycerol kinase (EC 2.7.1.107),Riboflavin synthesis cluster, , ,none,none
DNA translocase FtsK,- none -, , ,none,none
Outer membrane lipoprotein carrier protein LolA,Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
Lipopolysaccharide export system permease protein LptF,Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
"3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)","Riboflavin, FMN and FAD metabolism; <br>Riboflavin, FMN and FAD metabolism; <br>Riboflavin synthesis cluster; <br>Riboflavin synthesis cluster; <br>riboflavin to FAD", , ,"Riboflavin, FMN, FAD","Cofactors, Vitamins, Prosthetic Groups, Pigments"
cytosolic long-chain acyl-CoA thioester hydrolase family protein,- none -, , ,none,none
Transposase,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraN,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraM,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraK,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraJ,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Putative mobilization protein BF0133,"Conjugative transposon, Bacteroidales", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Uncharacterized protein Ctu_08830,- none -, , ,none,none
Bipolar DNA helicase HerA,DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
Single-stranded DNA-binding protein,"DNA repair, bacterial; <br>DNA repair, bacterial RecFOR pathway", , ,DNA repair,DNA Metabolism
UDP-galactopyranose mutase (EC 5.4.99.9),- none -, , ,none,none
Thiol:disulfide interchange protein,- none -, , ,none,none
"Transcriptional regulator, AsnC family",none, , ,RNA processing and modification,RNA Metabolism
RidA/YER057c/UK114 superfamily protein,- none -, , ,none,none
probable class-V aminotransferase,- none -, , ,none,none
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,- none -, , ,none,none
Glyoxalase family protein,- none -, , ,none,none
Response regulator receiver protein,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Bacteriocin/lantibiotic efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
putative hemolysin secretion protein,- none -, , ,none,none
UDP-galactopyranose mutase (EC 5.4.99.9),- none -, , ,none,none
Putative conjugative transposon mobilization protein BF0132,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
"hypothetical protein clusted with conjugative transposons, BF0131","Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17),Folate Biosynthesis; <br>Folate Biosynthesis, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Ferric siderophore transport system, biopolymer transport protein ExbB",Siderophore; Ton and Tol transport systems; none, , ,Membrane Transport - no subcategory,Membrane Transport
Biopolymer transport protein ExbD/TolR; potentially related to transport or biosynthesis of folate,Ton and Tol transport systems; none, , ,Membrane Transport - no subcategory,Membrane Transport
putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Glu/Leu/Phe/Val dehydrogenase family protein,- none -, , ,none,none
"Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.8.1)",- none -, , ,none,none
Aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
four helix bundle protein,- none -, , ,none,none
Phospholipid ABC transporter ATP-binding protein MlaF,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Phospholipid ABC transporter permease protein MlaE,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Glycosyltransferase,- none -, , ,none,none
"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)",- none -, , ,none,none
Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2),Glycine and Serine Utilization; <br>Glycine cleavage system, , ,"Alanine, serine, and glycine",Amino Acids and Derivatives
Cell division inhibitor SulA,- none -, , ,none,none
"Transcriptional regulator, ArsR family",none, , ,RNA processing and modification,RNA Metabolism
HicB protein,- none -, , ,none,none
SanA protein,- none -, , ,none,none
Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5),Protein degradation, , ,Protein degradation,Protein Metabolism
N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18),- none -, , ,none,none
N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18),- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Phage tail fiber protein,Phage tail fiber proteins, , ,"Phages, Prophages","Phages, Prophages, Transposable elements, Plasmids"
"Regulatory protein, LuxR:Response regulator receiver",Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Transcriptional regulator, HxlR family",none, , ,RNA processing and modification,RNA Metabolism
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Outer membrane protein A precursor,Osmoregulation, , ,Osmotic stress,Stress Response
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
HipB protein @ Antitoxin HigA,- none -, , ,none,none
HIPA PROTEIN,- none -, , ,none,none
Phage tail sheath protein FI,- none -, , ,none,none
FIG00613894: hypothetical protein,- none -, , ,none,none
FIG00613761: hypothetical protein,- none -, , ,none,none
FIG00613121: hypothetical protein,- none -, , ,none,none
VgrG protein,Actin cross-linking toxin, , ,"Protein secretion system, Type VI",Membrane Transport
T6SS PAAR-repeat protein,T6 SS component, , ,"Protein secretion system, Type VI",Membrane Transport
T6SS baseplate protein J-like component,T6 SS component, , ,"Protein secretion system, Type VI",Membrane Transport
"Cell division-associated, ATP-dependent zinc metalloprotease FtsH",Protein degradation, , ,Protein degradation,Protein Metabolism
"Carbonic anhydrase, beta class (EC 4.2.1.1)",- none -, , ,none,none
Two-component response regulator of nitrate reduction,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Transposase,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
"Protein containing transglutaminase-like domain, putative cysteine protease",Protein degradation, , ,Protein degradation,Protein Metabolism
Protein containing domains DUF403,- none -, , ,none,none
"Protein containing domains DUF404, DUF407",- none -, , ,none,none
Predicted signal-transduction protein containing cAMP-binding and CBS domains,CBSS-342610.3.peg.1536, , ,none,none
Ribosome-binding factor A,CBSS-138119.3.peg.2719; <br>NusA-TFII Cluster; <br>Translation initiation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Lipoprotein releasing system transmembrane protein LolC/LolE,Lipoprotein-releasing system, , ,ABC transporters,Membrane Transport
Na+-driven multidrug efflux pump,- none -, , ,none,none
N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
tRNA-dihydrouridine synthase DusB,- none -, , ,none,none
Coenzyme A ligase,- none -, , ,none,none
Carotenoid cis-trans isomerase,- none -, , ,none,none
"membrane protein, inferred for ABFAE pathway",- none -, , ,none,none
"Glycosyl transferase, group 2 family",- none -, , ,none,none
"3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)",Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
FIG027190: Putative transmembrane protein,- none -, , ,none,none
Peptidoglycan N-acetylglucosamine deacetylase (EC 3.5.1.-),Polysaccharide deacetylases, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",- none -, , ,none,none
Acyl carrier protein,Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",- none -, , ,none,none
FIG002571: 4-hydroxybenzoyl-CoA thioesterase domain protein,- none -, , ,none,none
"Domain of unknown function / Efflux ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Efflux ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
FIG00655207: hypothetical protein,- none -, , ,none,none
3-hydroxydecanoyl-[ACP] dehydratase (EC 4.2.1.59),- none -, , ,none,none
3-hydroxydecanoyl-[ACP] dehydratase (EC 4.2.1.59),- none -, , ,none,none
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41),- none -, , ,none,none
Dialkylrecorsinol condensing enzyme,- none -, , ,none,none
Lysophospholipid acyltransferase,- none -, , ,none,none
Acyl carrier protein,Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)",Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Putative histidine ammonia-lyase protein,- none -, , ,none,none
FIG022199: FAD-binding protein,- none -, , ,none,none
Predicted sodium-dependent galactose transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10),Lactose and Galactose Uptake and Utilization, , ,Di- and oligosaccharides,Carbohydrates
Galactokinase (EC 2.7.1.6),Lactose and Galactose Uptake and Utilization, , ,Di- and oligosaccharides,Carbohydrates
Aldose 1-epimerase (EC 5.1.3.3),Lactose and Galactose Uptake and Utilization, , ,Di- and oligosaccharides,Carbohydrates
"Transcriptional regulator of fucose utilization, GntR family",none, , ,RNA processing and modification,RNA Metabolism
Transketolase (EC 2.2.1.1),Pentose phosphate pathway, , ,Central carbohydrate metabolism,Carbohydrates
Transaldolase (EC 2.2.1.2),Pentose phosphate pathway, , ,Central carbohydrate metabolism,Carbohydrates
Hypothetical Nudix-like regulator,- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Arabinan endo-1,5-alpha-L-arabinosidase (EC 3.2.1.99)",L-Arabinose utilization, , ,Monosaccharides,Carbohydrates
alpha-L-arabinofuranosidase (EC 3.2.1.55),- none -, , ,none,none
"Hypothetical glycoside hydrolase, family 43, similar to arabinosidase",L-Arabinose utilization, , ,Monosaccharides,Carbohydrates
"Arabinan endo-1,5-alpha-L-arabinosidase (EC 3.2.1.99)",L-Arabinose utilization, , ,Monosaccharides,Carbohydrates
Putative glycosyl hydrolase of unknown function (DUF1680),- none -, , ,none,none
alpha-L-arabinofuranosidase (EC 3.2.1.55),- none -, , ,none,none
Ribulokinase (EC 2.7.1.16),L-Arabinose utilization, , ,Monosaccharides,Carbohydrates
L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4),L-Arabinose utilization, , ,Monosaccharides,Carbohydrates
L-arabinose isomerase (EC 5.3.1.4),L-Arabinose utilization, , ,Monosaccharides,Carbohydrates
Aldose 1-epimerase (EC 5.1.3.3),Lactose and Galactose Uptake and Utilization, , ,Di- and oligosaccharides,Carbohydrates
OsmC/Ohr family protein,- none -, , ,none,none
Ribose-phosphate pyrophosphokinase (EC 2.7.6.1),De Novo Purine Biosynthesis; <br>Pentose phosphate pathway, , ,Central carbohydrate metabolism; Purines,Carbohydrates; Nucleosides and Nucleotides
LSU ribosomal protein L25p,Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Peptidyl-tRNA hydrolase (EC 3.1.1.29),Sporulation-associated proteins with broader functions; <br>Translation termination factors bacterial, , ,Dormancy and Sporulation - no subcategory; Protein biosynthesis,Dormancy and Sporulation; Protein Metabolism
Superoxide dismutase [Mn] (EC 1.15.1.1),Oxidative stress, , ,Oxidative stress,Stress Response
Amidophosphoribosyltransferase (EC 2.4.2.14),De Novo Purine Biosynthesis, , ,Purines,Nucleosides and Nucleotides
Ribokinase (EC 2.7.1.15),D-ribose utilization; <br>Deoxyribose and Deoxynucleoside Catabolism, , ,Monosaccharides,Carbohydrates
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Ribonuclease HI (EC 3.1.26.4),CBSS-228410.1.peg.134; <br>CBSS-342610.3.peg.1536; <br>Ribonuclease H, , ,RNA processing and modification,RNA Metabolism
Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2),5-FCL-like protein; <br>De Novo Purine Biosynthesis, , ,Folate and pterines; Purines,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Nucleosides and Nucleotides"
Acyl carrier protein,Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",- none -, , ,none,none
Ribonuclease III (EC 3.1.26.3),"CBSS-176299.4.peg.1292; <br>RNA processing and degradation, bacterial", , ,RNA processing and modification,RNA Metabolism
Pyruvate kinase (EC 2.7.1.40),"Glycolysis and Gluconeogenesis; <br>Pyruvate metabolism I: anaplerotic reactions, PEP", , ,Central carbohydrate metabolism,Carbohydrates
Outer membrane protein/protective antigen OMA87,CBSS-251221.1.peg.1863, , ,none,none
Aminopeptidase C (EC 3.4.22.40),Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
"Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage",CBSS-83331.1.peg.3039; <br>Periplasmic Stress Response, , ,Periplasmic Stress,Stress Response
"NADH:flavin oxidoreductases, Old Yellow Enzyme family",- none -, , ,none,none
Putative oxidoreductase,- none -, , ,none,none
Membrane protein mosC,- none -, , ,none,none
Ribosome LSU-associated GTP-binding protein HflX,- none -, , ,none,none
PaaD-like protein (DUF59) involved in Fe-S cluster assembly,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Sulfur acceptor protein => iron-sulfur cluster assembly SufE,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Cysteine desulfurase (EC 2.8.1.7) => SufS,- none -, , ,none,none
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
Iron-sulfur cluster assembly protein SufD,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Iron-sulfur cluster assembly ATPase protein SufC,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
"FMN reductase, NADPH-dependent",- none -, , ,none,none
Iron-sulfur cluster assembly protein SufB,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
probable iron binding protein from the HesB_IscA_SufA family,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
MBL-fold metallo-hydrolase superfamily,- none -, , ,none,none
Internalin-like protein (LPXTG motif) Lmo0331 homolog,Listeria surface proteins: Internalin-like proteins, , ,Invasion and intracellular resistance,"Virulence, Disease and Defense"
Protease precursor,Protein degradation, , ,Protein degradation,Protein Metabolism
Zn-dependent aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
UDP-glucose 4-epimerase related protein,- none -, , ,none,none
Transcription-repair coupling factor,Transcription factors bacterial, , ,Transcription,RNA Metabolism
UPF0102 protein YraN,- none -, , ,none,none
Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13),<br>Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids; Metallocarboxypeptidases (EC 3.4.17.-); Protein degradation, , ,Cell Wall and Capsule - no subcategory; Protein degradation,Cell Wall and Capsule; Protein Metabolism
"3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6)",NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"3&#39;,5&#39;-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)",- none -, , ,none,none
Aldehyde dehydrogenase B (EC 1.2.1.22),Methylglyoxal Metabolism, , ,Central carbohydrate metabolism,Carbohydrates
Pectate lyase (EC 4.2.2.2),- none -, , ,none,none
NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
Cold shock protein of CSP family,Phage shock, , ,Cold shock; Stress Response - no subcategory,Stress Response
Aspartyl-tRNA synthetase (EC 6.1.1.12),"tRNA aminoacylation, Asp and Asn", , ,Protein biosynthesis,Protein Metabolism
Thiol:disulfide interchange protein,- none -, , ,none,none
putative iron-regulated membrane protein,- none -, , ,none,none
Ferrichrome-iron receptor,- none -, , ,none,none
Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61),Dehydrogenase complexes, , ,Central carbohydrate metabolism,Carbohydrates
2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2),Dehydrogenase complexes, , ,Central carbohydrate metabolism,Carbohydrates
"Transcriptional regulator, LacI/PurR family",none, , ,RNA processing and modification,RNA Metabolism
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"Predicted trehalose permease, MFS family, FucP subfamily",Trehalose Uptake and Utilization, , ,Di- and oligosaccharides,Carbohydrates
Trehalase (EC 3.2.1.28),Trehalose Uptake and Utilization, , ,Di- and oligosaccharides,Carbohydrates
Geranylgeranyl diphosphate synthase (EC 2.5.1.29),Isoprenoinds for Quinones, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
YceI like family protein,- none -, , ,none,none
"Transcriptional regulator, AcrR family",none, , ,RNA processing and modification,RNA Metabolism
"Efflux transport system, outer membrane factor (OMF) lipoprotein",none, , ,Membrane Transport - no subcategory,Membrane Transport
"RND efflux system, membrane fusion protein",- none -, , ,none,none
"RND efflux system, inner membrane transporter",none, , ,Membrane Transport - no subcategory,Membrane Transport
membrane associated lipoprotein precursor,- none -, , ,none,none
"Peptidase, S41 family",Protein degradation, , ,Protein degradation,Protein Metabolism
Uncharacterized metal-dependent hydrolase YcfH,- none -, , ,none,none
"L-asparaginase I, cytoplasmic (EC 3.5.1.1)","Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation",Amino Acids and Derivatives
Putative transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, LysR family",none, , ,RNA processing and modification,RNA Metabolism
Acetyltransferase,- none -, , ,none,none
Carbon-nitrogen hydrolase family protein,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Lysophospholipase L1 and related esterases,- none -, , ,none,none
Mlr7819 protein,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
PROBABLE REMNANT OF A TRANSPOSASE GENE PROTEIN,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Glutaryl-CoA dehydrogenase (EC 1.3.8.6),- none -, , ,none,none
Transcriptional regulator,none, , ,RNA processing and modification,RNA Metabolism
"Bacteriocin/lantibiotic efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
HlyD family secretion protein,- none -, , ,none,none
"Peptidase, S41 family",Protein degradation, , ,Protein degradation,Protein Metabolism
tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase (EC 2.1.1.223),RNA methylation, , ,RNA processing and modification,RNA Metabolism
16S rRNA processing protein RimM,- none -, , ,none,none
SSU ribosomal protein S16p,Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
RNA-binding region RNP-1,- none -, , ,none,none
3-isopropylmalate dehydrogenase (EC 1.1.1.85),Branched-Chain Amino Acid Biosynthesis; <br>Leucine Biosynthesis, , ,Branched-chain amino acids,Amino Acids and Derivatives
(R)-citramalate synthase (EC 2.3.1.182),Branched-Chain Amino Acid Biosynthesis, , ,Branched-chain amino acids,Amino Acids and Derivatives
3-isopropylmalate dehydratase small subunit (EC 4.2.1.33),Branched-Chain Amino Acid Biosynthesis; <br>Leucine Biosynthesis, , ,Branched-chain amino acids,Amino Acids and Derivatives
3-isopropylmalate dehydratase large subunit (EC 4.2.1.33),Branched-Chain Amino Acid Biosynthesis; <br>Leucine Biosynthesis, , ,Branched-chain amino acids,Amino Acids and Derivatives
DEDDh 3&#39;-5&#39; exonuclease domain / DNA polymerase III alpha subunit (EC 2.7.7.7),DNA polymerase; Nuclease, , ,DNA Metabolism - no subcategory; DNA replication; RNA processing and modification,DNA Metabolism; RNA Metabolism
Oxidoreductase,- none -, , ,none,none
Prolyl endopeptidase (EC 3.4.21.26),Protein degradation; Serine endopeptidase (EC 3.4.21.-), , ,Protein degradation,Protein Metabolism
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) / Alanine racemase (EC 5.1.1.1),Alanine biosynthesis; <br>Pyruvate Alanine Serine Interconversions, , ,"Alanine, serine, and glycine; Central carbohydrate metabolism",Amino Acids and Derivatives; Carbohydrates
Large-conductance mechanosensitive channel,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch; <br>Threonine and Homoserine Biosynthesis", , ,"Alanine, serine, and glycine; Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
"Ferredoxin, 2Fe-2S",Alanine biosynthesis; <br>Iron-sulfur cluster assembly; <br>Soluble cytochromes and functionally related electron carriers, , ,"Alanine, serine, and glycine; Plant-Prokaryote DOE project; Respiration - no subcategory",Amino Acids and Derivatives; Miscellaneous; Respiration
NifU-like domain protein,- none -, , ,none,none
Septum site-determining protein MinD,Bacterial cell division cluster; <br>Septum site-determining cluster Min, , ,none,none
Acidobacterial duplicated orphan permease (function unknown),- none -, , ,none,none
"ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"RND efflux system, membrane fusion protein",- none -, , ,none,none
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Methylated-DNA-[protein]-cysteine S-methyltransferase,- none -, , ,none,none
tRNA (guanine(46)-N(7))-methyltransferase (EC 2.1.1.33),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Ammonium transporter,Ammonia assimilation; none, , ,Membrane Transport - no subcategory; Nitrogen Metabolism - no subcategory,Membrane Transport; Nitrogen Metabolism
Ribosome-associated inhibitor A,- none -, , ,none,none
