Function,Subsystem,NCBI GI,locus,System,Category
hypothetical protein PA3071,Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms, , ,none,none
four helix bundle protein,- none -, , ,none,none
FIG00936810: hypothetical protein,- none -, , ,none,none
Aerotolerance protein BatA,Aerotolerance, , ,Oxidative stress,Stress Response
Aerotolerance protein BatB,Aerotolerance, , ,Oxidative stress,Stress Response
Aerotolerance protein BatC,Aerotolerance, , ,Oxidative stress,Stress Response
Aerotolerance protein BatD,Aerotolerance, , ,Oxidative stress,Stress Response
Aerotolerance protein BatE,Aerotolerance, , ,Oxidative stress,Stress Response
FIG00653041: hypothetical protein,- none -, , ,none,none
Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20),"tRNA aminoacylation, Phe", , ,Protein biosynthesis,Protein Metabolism
FIG00907129: hypothetical protein,- none -, , ,none,none
Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94),Glycerol and Glycerol-3-phosphate Uptake and Utilization, , ,Sugar alcohols,Carbohydrates
NADH-dependent butanol dehydrogenase A (EC 1.1.1.-),Butanol Biosynthesis, , ,Fermentation,Carbohydrates
Intracellular protease,Protein degradation, , ,Protein degradation,Protein Metabolism
Regulatory protein CysB,- none -, , ,none,none
Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18),NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Guanylate kinase (EC 2.7.4.8),Purine conversions, , ,Purines,Nucleosides and Nucleotides
UPF0701 protein YicC,- none -, , ,none,none
MBL-fold metallo-hydrolase superfamily,- none -, , ,none,none
membran protein,- none -, , ,none,none
probable iron binding protein from the HesB_IscA_SufA family,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Iron-sulfur cluster assembly protein SufB,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Iron-sulfur cluster assembly ATPase protein SufC,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Iron-sulfur cluster assembly protein SufD,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Cysteine desulfurase (EC 2.8.1.7) => SufS,- none -, , ,none,none
Sulfur acceptor protein => iron-sulfur cluster assembly SufE,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
PaaD-like protein (DUF59) involved in Fe-S cluster assembly,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Ribosome LSU-associated GTP-binding protein HflX,- none -, , ,none,none
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8),Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis, , ,Potassium metabolism - no subcategory; Protein folding,Potassium metabolism; Protein Metabolism
Thiamin-regulated outer membrane receptor Omr1,Thiamin biosynthesis, , ,"Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory","Cofactors, Vitamins, Prosthetic Groups, Pigments"
Membrane protein mosC,- none -, , ,none,none
Putative oxidoreductase,- none -, , ,none,none
"NADH:flavin oxidoreductases, Old Yellow Enzyme family",- none -, , ,none,none
"Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage",CBSS-83331.1.peg.3039; <br>Periplasmic Stress Response, , ,Periplasmic Stress,Stress Response
Sialic acid-specific 9-O-acetylesterase,- none -, , ,none,none
beta-glucosidase (EC 3.2.1.21),- none -, , ,none,none
"Endo-1,4-beta-mannosidase",Mannose Metabolism, , ,Monosaccharides,Carbohydrates
"Mannan endo-1,4-beta-mannosidase",- none -, , ,none,none
"Mannan endo-1,4-beta-mannosidase",- none -, , ,none,none
Cellobiose epimerase (EC 5.1.3.11),- none -, , ,none,none
4-O-beta-D-mannosyl-D-glucose phosphorylase (EC 2.4.1.281),- none -, , ,none,none
Sodium:galactoside symporter family protein,none, , ,Uni- Sym- and Antiporters,Membrane Transport
"Mannan endo-1,4-beta-mannosidase",- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
alpha-galactosidase (EC 3.2.1.22),- none -, , ,none,none
MloA,- none -, , ,none,none
Fic family protein MloA,- none -, , ,none,none
alpha-xylosidase (EC 3.2.1.177),- none -, , ,none,none
Periplasmic ligand-binding sensor domain COG3292 / BaeS-type histidine kinase / OmpR-type DNA-binding response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
Putative anti-sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Putative periplasmic ATP/GTP-binding protein,- none -, , ,none,none
Xylosidase/arabinosidase,- none -, , ,none,none
Uncharacterized MFS-type transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
Peptide chain release factor 1,Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
OmpA,- none -, , ,none,none
Gas vesicle protein,- none -, , ,none,none
Uncharacterized protein Metme_2479,- none -, , ,none,none
Orotidine 5&#39;-phosphate decarboxylase (EC 4.1.1.23),Riboflavin synthesis cluster, , ,none,none
"ABC-type Fe3+-hydroxamate transport system, periplasmic component",none, , ,ABC-transporters,Membrane Transport
Formyltetrahydrofolate deformylase (EC 3.5.1.10),5-FCL-like protein; <br>One-carbon metabolism by tetrahydropterines, , ,Folate and pterines; One-carbon Metabolism,"Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Transcriptional regulator, MerR family",none, , ,RNA processing and modification; Resistance to antibiotics and toxic compounds,"RNA Metabolism; Virulence, Disease and Defense"
Phytoene dehydrogenase (EC 1.14.99.-),- none -, , ,none,none
Phytoene synthase (EC 2.5.1.32),- none -, , ,none,none
Beta-carotene hydroxylase,Myxoxanthophyll biosynthesis in Cyanobacteria, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
Cell division inhibitor SulA,- none -, , ,none,none
Deoxyribodipyrimidine photolyase (EC 4.1.99.3),"DNA repair, bacterial photolyase", , ,DNA repair,DNA Metabolism
Cell division inhibitor SulA,- none -, , ,none,none
DNA recombination protein RmuC,"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
LSU rRNA pseudouridine(2457) synthase (EC 5.4.99.20),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
tRNA (cytidine(34)-2&#39;-O)-methyltransferase (EC 2.1.1.207),RNA methylation, , ,RNA processing and modification,RNA Metabolism
"Vitamin B12 ABC transporter, ATP-binding protein BtuD",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
tRNA pseudouridine(38-40) synthase (EC 5.4.99.12),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Transcription termination factor Rho,Transcription factors bacterial, , ,Transcription,RNA Metabolism
TRNA and rRNA cytosine-C5-methylase,RNA methylation, , ,RNA processing and modification,RNA Metabolism
Dienelactone hydrolase family protein,- none -, , ,none,none
Ferrichrome-iron receptor,- none -, , ,none,none
Alkaline phosphatase (EC 3.1.3.1); Type I phosphodiesterase/nucleotide pyrophosphatase precursor,Phosphate metabolism; <br>Pterin synthesis related cluster, , ,Folate and pterines; Phosphorus Metabolism - no subcategory,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Phosphorus Metabolism"
Diaminopimelate decarboxylase (EC 4.1.1.20),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Glutamate synthase [NADPH] small chain (EC 1.4.1.13),"Ammonia assimilation; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; Nitrogen Metabolism - no subcategory; ammonia assimilation",Amino Acids and Derivatives; Nitrogen Metabolism
Glutamate synthase [NADPH] large chain (EC 1.4.1.13),"Ammonia assimilation; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; Nitrogen Metabolism - no subcategory; ammonia assimilation",Amino Acids and Derivatives; Nitrogen Metabolism
Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5),- none -, , ,none,none
"Aminotransferase, class I and II",- none -, , ,none,none
L-alanine-DL-glutamate epimerase (EC 5.1.1.n1),- none -, , ,none,none
Excinuclease ABC subunit B,"DNA repair, UvrABC system", , ,DNA repair,DNA Metabolism
23S rRNA (adenine(1618)-N(6))-methyltransferase (EC 2.1.1.181),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Thiamin pyrophosphokinase (EC 2.7.6.2),Thiamin biosynthesis, , ,"Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory","Cofactors, Vitamins, Prosthetic Groups, Pigments"
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Uncharacterized MFS-type transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, AcrR family",none, , ,RNA processing and modification,RNA Metabolism
Isocitrate dehydrogenase [NADP] (EC 1.1.1.42); Monomeric isocitrate dehydrogenase [NADP] (EC 1.1.1.42),5-FCL-like protein, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
LSU ribosomal protein L19p,Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),- none -, , ,none,none
Alkyl hydroperoxide reductase and/or thiol-specific antioxidant family (AhpC/TSA) protein,- none -, , ,none,none
Protein secretion chaperonin CsaA,- none -, , ,none,none
3-mercaptopyruvate sulfurtransferase (EC 2.8.1.2),- none -, , ,none,none
Potassium efflux system KefA protein / Small-conductance mechanosensitive channel,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
"Efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Transcription termination protein NusB,Riboflavin synthesis cluster; <br>Transcription factors bacterial, , ,Transcription,RNA Metabolism
Protein translocase subunit YajC,Protein transport, , ,Protein transport,Membrane Transport
Tripeptide aminopeptidase (EC 3.4.11.4),Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Acid-resistant locus arl7 (Fragment),none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2),- none -, , ,none,none
Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4),Leucine Degradation and HMG-CoA Metabolism, , ,Branched-chain amino acids,Amino Acids and Derivatives
Inosine-5&#39;-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain,Purine conversions; <br>Purine salvage cluster, , ,Purines,Nucleosides and Nucleotides
Uncharacterized protein YjqA,- none -, , ,none,none
Endo/excinuclease amino terminal domain protein,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
Chaperone protein HtpG,Protein chaperones, , ,Protein folding,Protein Metabolism
OmpA family protein,- none -, , ,none,none
"multiple sugar-binding ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
UPF0339 protein YegP.N / UPF0339 protein YegP.C,- none -, , ,none,none
"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)",- none -, , ,none,none
Putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Arginyl-tRNA synthetase (EC 6.1.1.19),"tRNA aminoacylation, Arg", , ,Protein biosynthesis,Protein Metabolism
Signal recognition particle protein Ffh,- none -, , ,none,none
Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5),5-FCL-like protein; <br>One-carbon metabolism by tetrahydropterines; <br>One-carbon metabolism by tetrahydropterines, , ,Folate and pterines; One-carbon Metabolism,"Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Magnesium and cobalt transport protein CorA,Magnesium transport; none, , ,Cation transporters; Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, MarR family",none, , ,RNA processing and modification,RNA Metabolism
LSU rRNA pseudouridine(2604) synthase (EC 5.4.99.21),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
Hydrolase,- none -, , ,none,none
FIG137478: Hypothetical protein,- none -, , ,none,none
GTP cyclohydrolase 1 type 2 homolog YbgI @ Bsu YqfO NIF3/CutA domain,- none -, , ,none,none
Tetraacyldisaccharide 4&#39;-kinase (EC 2.7.1.130),- none -, , ,none,none
Purine nucleoside phosphorylase (EC 2.4.2.1),Adenosyl nucleosidases; <br>Deoxyribose and Deoxynucleoside Catabolism; <br>Purine conversions; <br>pyrimidine conversions, , ,Monosaccharides; Nucleosides and Nucleotides - no subcategory; Purines; Pyrimidines,Carbohydrates; Nucleosides and Nucleotides
Histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12),Pyridoxin (Vitamin B6) Biosynthesis, , ,Pyridoxine,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Lipoyl synthase (EC 2.8.1.8),- none -, , ,none,none
"Ferric siderophore transport system, periplasmic binding protein TonB",<br>Ton and Tol transport systems; Hemin transport system; Siderophore; Ton and Tol transopt system, , ,Iron acquisition and metabolism - no subcategory; Membrane Transport - no subcategory,Iron acquisition and metabolism; Membrane Transport
Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4),5-FCL-like protein; <br>Dehydrogenase complexes; <br>Glycine cleavage system; <br>Isoleucine degradation; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Valine degradation, , ,"Alanine, serine, and glycine; Branched-chain amino acids; Central carbohydrate metabolism; Folate and pterines","Amino Acids and Derivatives; Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Vitamin B12 ABC transporter, permease protein BtuC",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Vitamin B12 ABC transporter, substrate-binding protein BtuF",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Domain of unknown function / Uncharacterized protein Fjoh_1910,- none -, , ,none,none
four helix bundle protein,- none -, , ,none,none
Adenosylcobinamide kinase (EC 2.7.1.156) / Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62),Cobalamin synthesis; <br>Cobalamin synthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21),Cobalamin synthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Transposase,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Cobalamin synthase (EC 2.7.8.26),Cobalamin synthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Alpha-ribazole-5&#39;-phosphate phosphatase (EC 3.1.3.73),Cobalamin synthesis; <br>Phosphoglycerate mutase protein family, , ,Miscellaneous - no subcategory; Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Miscellaneous"
Outer membrane vitamin B12 receptor BtuB,- none -, , ,none,none
N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
Carboxyl-terminal protease,Protein degradation, , ,Protein degradation,Protein Metabolism
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
Putative large secreted protein SCO0341,- none -, , ,none,none
Glycoprotein gp2,- none -, , ,none,none
"Hypothetical glycoside hydrolase, family 43, similar to arabinosidase",L-Arabinose utilization, , ,Monosaccharides,Carbohydrates
"Glycoside hydrolase, family 43",- none -, , ,none,none
"Endo-1,4-beta-xylanase (EC 3.2.1.8)",- none -, , ,none,none
"Endo-1,4-beta-xylanase (EC 3.2.1.8)",- none -, , ,none,none
"Xylan 1,4-beta-xylosidase (EC 3.2.1.37)",- none -, , ,none,none
"Endo-1,4-beta-xylanase (EC 3.2.1.8)",- none -, , ,none,none
"Xylan 1,4-beta-xylosidase (EC 3.2.1.37)",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Endo-1,4-beta-xylanase (EC 3.2.1.8)",- none -, , ,none,none
Chitin binding protein,- none -, , ,none,none
Xylosidase/arabinosidase,- none -, , ,none,none
Possible GPH family transporter (TC 2.A.2) for arabinosides,L-Arabinose utilization; none, , ,Membrane Transport - no subcategory; Monosaccharides,Carbohydrates; Membrane Transport
"Endo-1,4-beta-xylanase (EC 3.2.1.8)",- none -, , ,none,none
"Xylan alpha-1,2-glucuronosidase (EC 3.2.1.131)",- none -, , ,none,none
beta-glucosidase (EC 3.2.1.21),- none -, , ,none,none
Sialic acid-specific 9-O-acetylesterase,- none -, , ,none,none
"Transcriptional regulator, LacI/PurR family",none, , ,RNA processing and modification,RNA Metabolism
Periplasmic ligand-binding sensor domain COG3292 / BaeS-type histidine kinase / OmpR-type DNA-binding response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
COG5434 Endopygalactorunase,- none -, , ,none,none
"Xylan 1,4-beta-xylosidase (EC 3.2.1.37)",- none -, , ,none,none
Alpha-glucosidase (EC 3.2.1.20),D-Galacturonate and D-Glucuronate Utilization, , ,Monosaccharides,Carbohydrates
Putative glycosyl hydrolase of unknown function (DUF1680),- none -, , ,none,none
Glucuronyl hydrolase,- none -, , ,none,none
D-xylose proton-symporter XylE,Xylose utilization; none, , ,Monosaccharides; Uni- Sym- and Antiporters,Carbohydrates; Membrane Transport
2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127) @ 2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125),D-Galacturonate and D-Glucuronate Utilization; <br>D-Galacturonate and D-Glucuronate Utilization, , ,Monosaccharides,Carbohydrates
Mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,- none -, , ,none,none
Shikimate kinase I (EC 2.7.1.71),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate), , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Uncharacterized protein SAV2112,- none -, , ,none,none
Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog),DNA replication cluster 1; none, , ,Heat shock,Stress Response
Serine esterase (EC 3.1.1.1),- none -, , ,none,none
Dihydroorotase (EC 3.5.2.3),- none -, , ,none,none
Signal peptidase I (EC 3.4.21.89),<br>Signal peptidase; CBSS-176299.4.peg.1292; Protein degradation, , ,Protein degradation; Protein processing and modification,Protein Metabolism
Putative transposase InsK for insertion sequence element IS150,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"Predicted transcriptional regulator of sulfate adenylyltransferase, Rrf2 family",none, , ,RNA processing and modification; Transcription,RNA Metabolism
Beta-propeller domains of methanol dehydrogenase type,- none -, , ,none,none
FIG014338: Hypothetical protein,- none -, , ,none,none
LemA family protein,- none -, , ,none,none
"Transcriptional regulator, MerR family",none, , ,RNA processing and modification; Resistance to antibiotics and toxic compounds,"RNA Metabolism; Virulence, Disease and Defense"
"Peptidase, family M23 (EC 3.4.24.-)",CBSS-226186.1.peg.3994; Protein degradation, , ,Protein degradation,Protein Metabolism
Alanyl-tRNA synthetase (EC 6.1.1.7),"CBSS-226186.1.peg.3994; <br>tRNA aminoacylation, Ala", , ,Protein biosynthesis,Protein Metabolism
Truncated hemoglobins,- none -, , ,none,none
Threonine dehydratase biosynthetic (EC 4.3.1.19),Branched-Chain Amino Acid Biosynthesis, , ,Branched-chain amino acids,Amino Acids and Derivatives
putative lipoprotein,- none -, , ,none,none
Uncharacterized protein Fjoh_1910,- none -, , ,none,none
"pyridoxal phosphate-dependent deaminase, putative",- none -, , ,none,none
Hemagglutinin,- none -, , ,none,none
"Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)",- none -, , ,none,none
L-aspartate oxidase (EC 1.4.3.16),Mycobacterium virulence operon possibly involved in quinolinate biosynthesis; <br>NAD and NADP cofactor biosynthesis global, , ,Invasion and intracellular resistance; NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Virulence, Disease and Defense"
Quinolinate synthetase (EC 2.5.1.72),Mycobacterium virulence operon possibly involved in quinolinate biosynthesis; <br>NAD and NADP cofactor biosynthesis global, , ,Invasion and intracellular resistance; NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Virulence, Disease and Defense"
Rrf2 family transcriptional regulator,none, , ,RNA processing and modification; Transcription,RNA Metabolism
"Ribonucleotide reductase of class III (anaerobic), activating protein (EC 1.97.1.4)",Ribonucleotide reduction, , ,Nucleosides and Nucleotides - no subcategory,Nucleosides and Nucleotides
"Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)",Ribonucleotide reduction, , ,Nucleosides and Nucleotides - no subcategory,Nucleosides and Nucleotides
Repair of Iron Centers di-iron protein,- none -, , ,none,none
Copper-containing nitrite reductase (EC 1.7.2.1),Denitrification; <br>Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Copper-containing nitrite reductase (EC 1.7.2.1),Denitrification; <br>Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Nitrite reductase accessory protein NirV,Denitrification; <br>Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
SCO1/SenC family protein associated with Copper-containing nitrite reductase,- none -, , ,none,none
Nitrate/nitrite transporter NarK/U 1,none, , ,Membrane Transport - no subcategory,Membrane Transport
Nitrate/nitrite transporter NarK/U,none, , ,Membrane Transport - no subcategory,Membrane Transport
Uncharacterized MFS-type transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
Assimilatory nitrate reductase large subunit (EC 1.7.99.4),- none -, , ,none,none
"Quad-[4Fe-4S] ferredoxin, HycB/HydN/HyfA family",- none -, , ,none,none
Rieske (2Fe-2S) domain protein,- none -, , ,none,none
Lysyl-tRNA synthetase (class II) (EC 6.1.1.6),"tRNA aminoacylation, Lys", , ,Protein biosynthesis,Protein Metabolism
Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase (EC 2.3.1.181),- none -, , ,none,none
Ribonuclease HII (EC 3.1.26.4),Ribonuclease H; <br>Ribonucleases in Bacillus, , ,RNA processing and modification,RNA Metabolism
Probable DNA polymerase III epsilon chain,DNA polymerase, , ,DNA replication,DNA Metabolism
"Uncharacterized amino acid permease, GabP family",- none -, , ,none,none
"Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.8.1)",- none -, , ,none,none
SSU ribosomal protein S21p,Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Site-specific tyrosine recombinase XerC,- none -, , ,none,none
Ribosome hibernation promoting factor Hpf,- none -, , ,none,none
Translation elongation factor Tu,Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Translation elongation factors bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
Protein translocase subunit SecE,Protein transport, , ,Protein transport,Membrane Transport
Transcription antitermination protein NusG,Transcription factors bacterial, , ,Transcription,RNA Metabolism
LSU ribosomal protein L11p (L12e),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L1p (L10Ae),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L10p (P0),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L7p/L12p (P1/P2),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
DNA-directed RNA polymerase beta subunit (EC 2.7.7.6),Mycobacterium virulence operon involved in DNA transcription; <br>RNA polymerase bacterial, , ,Invasion and intracellular resistance; Transcription,"RNA Metabolism; Virulence, Disease and Defense"
DNA-directed RNA polymerase beta&#39; subunit (EC 2.7.7.6),Mycobacterium virulence operon involved in DNA transcription; <br>RNA polymerase bacterial, , ,Invasion and intracellular resistance; Transcription,"RNA Metabolism; Virulence, Disease and Defense"
Uncharacterized protein TTC1240,- none -, , ,none,none
Peptide chain release factor 3,Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Periplasmic chaperone and peptidyl-prolyl cis-trans isomerase of outer membrane proteins SurA (EC 5.2.1.8),- none -, , ,none,none
MoxR protein,- none -, , ,none,none
Aconitate hydratase 2 (EC 4.2.1.3),- none -, , ,none,none
Aconitate hydratase (EC 4.2.1.3),- none -, , ,none,none
Murein DD-endopeptidase MepS @ Murein LD-carboxypeptidase (EC 3.4.17.13),Protein degradation, , ,Protein degradation,Protein Metabolism
Serine protease,Protein degradation, , ,Protein degradation,Protein Metabolism
