Function,Subsystem,NCBI GI,locus,System,Category
"SSU ribosomal protein S4p (S9e) @ SSU ribosomal protein S4p (S9e), zinc-independent",Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S11p (S14e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S13p (S18e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Translation initiation factor 1,Translation initiation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Protein translocase subunit SecY,Protein transport, , ,Protein transport,Membrane Transport
LSU ribosomal protein L15p (L27Ae),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L30p (L7e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S5p (S2e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L18p (L5e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L6p (L9e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S8p (S15Ae),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent",<br>Ribosome SSU bacterial; Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L5p (L11e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L24p (L26e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L14p (L23e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S17p (S11e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L29p (L35e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L16p (L10e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S3p (S3e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L22p (L17e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S19p (S15e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L2p (L8e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L23p (L23Ae),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L4p (L1e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L3p (L3e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S10p (S20e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Translation elongation factor G,Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Translation elongation factor G family; <br>Translation elongation factors bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
SSU ribosomal protein S7p (S5e),Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Ribosome SSU bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
SSU ribosomal protein S12p (S23e),Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Ribosome SSU bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
23S rRNA (guanosine(2251)-2&#39;-O)-methyltransferase (EC 2.1.1.185),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Replication-associated recombination protein RarA,none, , ,DNA replication,DNA Metabolism
2-haloalkanoic acid dehalogenase (EC 3.8.1.2),- none -, , ,none,none
UPF0758 family protein,- none -, , ,none,none
Amino acid ligase similar to peptidoglycan synthetases,- none -, , ,none,none
TPR repeat precursor,- none -, , ,none,none
GTP-binding protein Obg,CBSS-176279.3.peg.868, , ,none,none
Hemolysins and related proteins containing CBS domains,- none -, , ,none,none
Adenylate kinase (EC 2.7.4.3),Purine conversions, , ,Purines,Nucleosides and Nucleotides
Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8),Folate biosynthesis cluster; <br>Purine conversions, , ,Folate and pterines; Purines,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Nucleosides and Nucleotides"
L-sorbosone dehydrogenase,- none -, , ,none,none
Probable tonB-dependent receptor yncD precursor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18),- none -, , ,none,none
N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18),- none -, , ,none,none
Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5),Protein degradation, , ,Protein degradation,Protein Metabolism
SanA protein,- none -, , ,none,none
HicB protein,- none -, , ,none,none
HicA protein,- none -, , ,none,none
"Na+/H+ antiporter, NhaP family",none, , ,Uni- Sym- and Antiporters,Membrane Transport
"Transcriptional regulator, ArsR family",none, , ,RNA processing and modification,RNA Metabolism
Cell division inhibitor SulA,- none -, , ,none,none
Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2),Glycine and Serine Utilization; <br>Glycine cleavage system, , ,"Alanine, serine, and glycine",Amino Acids and Derivatives
"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)",- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
Phospholipid ABC transporter permease protein MlaE,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Phospholipid ABC transporter ATP-binding protein MlaF,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
four helix bundle protein,- none -, , ,none,none
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
"Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.8.1)",- none -, , ,none,none
Glu/Leu/Phe/Val dehydrogenase family protein,- none -, , ,none,none
putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Mobile element protein,- none -, , ,none,none
Alkaline phosphatase (EC 3.1.3.1); Type I phosphodiesterase/nucleotide pyrophosphatase precursor,Phosphate metabolism; <br>Pterin synthesis related cluster, , ,Folate and pterines; Phosphorus Metabolism - no subcategory,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Phosphorus Metabolism"
Alanine dehydrogenase (EC 1.4.1.1),Pyruvate Alanine Serine Interconversions, , ,Central carbohydrate metabolism,Carbohydrates
"Transcriptional regulator, AsnC family",none, , ,RNA processing and modification,RNA Metabolism
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12),Pyridoxin (Vitamin B6) Biosynthesis, , ,Pyridoxine,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Serine protease,Protein degradation, , ,Protein degradation,Protein Metabolism
Diaminopimelate epimerase (EC 5.1.1.7),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Spermidine N1-acetyltransferase (EC 2.3.1.57),- none -, , ,none,none
Murein endolytic transglycosylase MltG,- none -, , ,none,none
LysM domain protein,- none -, , ,none,none
"Methylmalonyl-CoA mutase large subunit, MutB (EC 5.4.99.2)",- none -, , ,none,none
"Methylmalonyl-CoA mutase small subunit, MutA (EC 5.4.99.2)",- none -, , ,none,none
"Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage",Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
Uridine kinase (EC 2.7.1.48),pyrimidine conversions, , ,Pyrimidines,Nucleosides and Nucleotides
"2,4-dienoyl-CoA reductase, mitochondrial precursor (EC 1.3.1.34)",- none -, , ,none,none
Aspartate aminotransferase (EC 2.6.1.1) / Glutamine-dependent 2-keto-4-methylthiobutyrate transaminase,"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Threonine and Homoserine Biosynthesis", , ,"Alanine, serine, and glycine; Glutamine, glutamate, aspartate, asparagine; Lysine, threonine, methionine, and cysteine; ammonia assimilation",Amino Acids and Derivatives
"Ferric siderophore transport system, periplasmic binding protein TonB",<br>Ton and Tol transport systems; Hemin transport system; Siderophore; Ton and Tol transopt system, , ,Iron acquisition and metabolism - no subcategory; Membrane Transport - no subcategory,Iron acquisition and metabolism; Membrane Transport
Tetrapyrrole (Corrin-Porphyrin) methylase family protein,- none -, , ,none,none
Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48),LMPTP YfkJ cluster, , ,none,none
Chromosomal replication initiator protein DnaA,DNA replication cluster 1; none, , ,DNA replication,DNA Metabolism
4-hydroxybenzoyl-CoA thioesterase family active site,Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
FIG000605: protein co-occurring with transport systems (COG1739),none, , ,Membrane Transport - no subcategory,Membrane Transport
Haloacid dehalogenase-like hydrolase,- none -, , ,none,none
Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193),"Riboflavin, FMN and FAD metabolism; <br>Riboflavin, FMN and FAD metabolism; <br>Riboflavin synthesis cluster; <br>Riboflavin synthesis cluster", , ,"Riboflavin, FMN, FAD","Cofactors, Vitamins, Prosthetic Groups, Pigments"
Acetyltransferase,- none -, , ,none,none
Peptide chain release factor N(5)-glutamine methyltransferase (EC 2.1.1.297),- none -, , ,none,none
"ABC-type antimicrobial peptide transport system, permease component",none, , ,ABC-transporters,Membrane Transport
Histidyl-tRNA synthetase (EC 6.1.1.21),"tRNA aminoacylation, His", , ,Protein biosynthesis,Protein Metabolism
Heat shock protein GrpE,Protein chaperones, , ,Protein folding,Protein Metabolism
Chaperone protein DnaJ,Protein chaperones, , ,Protein folding,Protein Metabolism
"Efflux ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Two-component transcriptional response regulator, AtoC family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"ATP-dependent RNA helicase, DEAD box family",RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
"Hydrolase, haloacid dehalogenase-like family",- none -, , ,none,none
"Acetyltransferase, GNAT family",- none -, , ,none,none
tRNA t(6)A37-methylthiotransferase (EC 2.8.4.5),tRNA methylthiolation, , ,RNA processing and modification,RNA Metabolism
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
"Putative von Willebrand factor, vWF type A domain protein STM2315",- none -, , ,none,none
"Putative outer membrane protein, probably involved in nutrient binding",- none -, , ,none,none
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
"Conserved membrane protein, possible homolog of CAAX-like membrane endopeptidase",Protein degradation, , ,Protein degradation,Protein Metabolism
Beta-propeller domains of methanol dehydrogenase type,- none -, , ,none,none
SclB protein,- none -, , ,none,none
Methylamine utilization protein mauG,- none -, , ,none,none
"Multidrug and toxin extrusion (MATE) family efflux pump YdhE/NorM, homolog",- none -, , ,none,none
Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase (EC 2.7.8.20),- none -, , ,none,none
YgfD: protein that forms a complex with the methylmalonyl-CoA mutase in a pathway for conversion of succinyl-CoA to propionyl-CoA,- none -, , ,none,none
Rrf2-linked NADH-flavin reductase,- none -, , ,none,none
"Rrf2 family transcriptional regulator, group III",none, , ,RNA processing and modification; Transcription,RNA Metabolism
Dihydropteroate synthase (EC 2.5.1.15),Folate Biosynthesis; <br>Folate biosynthesis cluster, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Auxin efflux carrier family protein,- none -, , ,none,none
Alkyl hydroperoxide reductase subunit C-like protein,Oxidative stress; <br>Rubrerythrin; <br>Thioredoxin-disulfide reductase, , ,Oxidative stress; Sulfur Metabolism - no subcategory,Stress Response; Sulfur Metabolism
POTASSIUM/PROTON ANTIPORTER ROSB,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2),De Novo Purine Biosynthesis; <br>Purine conversions, , ,Purines,Nucleosides and Nucleotides
NAD-dependent protein deacetylase of SIR2 family,"Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
tRNA (guanosine(18)-2&#39;-O)-methyltransferase (EC 2.1.1.34),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Optional hypothetical component of the B12 transporter BtuN,none, , ,Membrane Transport - no subcategory,Membrane Transport
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Protein translocase subunit SecA,Protein transport, , ,Protein transport,Membrane Transport
ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17),- none -, , ,none,none
"ABC-type antimicrobial peptide transport system, ATPase component",none, , ,ABC-transporters,Membrane Transport
FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8),Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis, , ,Potassium metabolism - no subcategory; Protein folding,Potassium metabolism; Protein Metabolism
Bis-ABC ATPase Uup,- none -, , ,none,none
Gll0560 protein,- none -, , ,none,none
Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39),Rhamnose containing glycans, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
GDP-L-fucose synthetase (EC 1.1.1.271),- none -, , ,none,none
"GDP-mannose 4,6-dehydratase (EC 4.2.1.47)",- none -, , ,none,none
Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46),- none -, , ,none,none
Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39),Rhamnose containing glycans, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4),"Cyanophycin Metabolism; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Arginine; urea cycle, polyamines; Glutamine, glutamate, aspartate, asparagine; ammonia assimilation",Amino Acids and Derivatives
"Membrane protein involved in the export of O-antigen, teichoic acid lipoteichoic acids",- none -, , ,none,none
Glycosyl transferase,- none -, , ,none,none
Polysaccharide polymerase,- none -, , ,none,none
Colanic acid biosynthesis glycosyl transferase WcaE,- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
Polysaccharide export outer membrane protein,- none -, , ,none,none
Tyrosine-protein kinase (EC 2.7.10.2),- none -, , ,none,none
Capsular polysaccharide synthesis enzyme Cap8C; Manganese-dependent protein-tyrosine phosphatase (EC 3.1.3.48),Capsular Polysaccharides Biosynthesis and Assembly, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
"N-acetylglucosamine related transporter, NagX",none, , ,Aminosugars; Membrane Transport - no subcategory,Carbohydrates; Membrane Transport
"Glycosyl transferase, group 2 family",- none -, , ,none,none
Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168),Dehydrogenase complexes; <br>Isoleucine degradation; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Valine degradation, , ,Branched-chain amino acids; Central carbohydrate metabolism,Amino Acids and Derivatives; Carbohydrates
DNA Pol III Epsilon Chain,- none -, , ,none,none
Fumarylacetoacetate hydrolase family protein,Gentisate degradation; <br>Salicylate and gentisate catabolism, , ,Metabolism of Aromatic Compounds - no subcategory; Metabolism of central aromatic intermediates,Metabolism of Aromatic Compounds
ADP-ribose pyrophosphatase of COG1058 family (EC 3.6.1.13) / Nicotinamide-nucleotide amidase (EC 3.5.1.42),- none -, , ,none,none
"LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent",Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent",Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"Uncharacterized protein Fjoh_4981, DUF4295-containing",- none -, , ,none,none
Signal recognition particle receptor FtsY,- none -, , ,none,none
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
"Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives",DNA replication cluster 1, , ,none,none
Nucleoside diphosphate kinase (EC 2.7.4.6),Purine conversions; <br>pyrimidine conversions, , ,Purines; Pyrimidines,Nucleosides and Nucleotides
"N-acetylglucosamine related transporter, NagX",none, , ,Aminosugars; Membrane Transport - no subcategory,Carbohydrates; Membrane Transport
Glucosaminyl-malate:cysteine ligase,- none -, , ,none,none
Uncharacterized MFS-type transporter YhjE,none, , ,Membrane Transport - no subcategory,Membrane Transport
radical SAM/B12 binding domain protein,- none -, , ,none,none
"Two-component transcriptional response regulator, OmpR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"L,D-transpeptidase",Protein degradation, , ,Protein degradation,Protein Metabolism
Cell wall-associated hydrolases (invasion-associated proteins),- none -, , ,none,none
Sialic acid-specific 9-O-acetylesterase,- none -, , ,none,none
beta-glucosidase (EC 3.2.1.21),- none -, , ,none,none
Putative ion-channel protein,- none -, , ,none,none
Alpha-glucosidase (EC 3.2.1.20),- none -, , ,none,none
"Endo-1,4-beta-mannosidase",Mannose Metabolism, , ,Monosaccharides,Carbohydrates
"Mannan endo-1,4-beta-mannosidase",- none -, , ,none,none
Cellobiose epimerase (EC 5.1.3.11),- none -, , ,none,none
4-O-beta-D-mannosyl-D-glucose phosphorylase (EC 2.4.1.281),- none -, , ,none,none
Sodium:galactoside symporter family protein,none, , ,Uni- Sym- and Antiporters,Membrane Transport
"Mannan endo-1,4-beta-mannosidase",- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
alpha-galactosidase (EC 3.2.1.22),- none -, , ,none,none
"beta-1,4-glucanase (cellulase) (EC 3.2.1.4)",- none -, , ,none,none
N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase (EC 2.8.4.4),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
putative hemin receptor,- none -, , ,none,none
Vitellogenin II precursor,- none -, , ,none,none
"Prolyl-tRNA synthetase (EC 6.1.1.15), archaeal/eukaryal type","tRNA aminoacylation, Pro", , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S20p,Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase/response regulator hybrid,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
GTP-binding protein TypA/BipA,- none -, , ,none,none
"ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Gll0560 protein,- none -, , ,none,none
Surface antigen (D15) precursor,- none -, , ,none,none
"Metal-dependent phosphohydrolase, HD subdomain",- none -, , ,none,none
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
"Transcriptional regulator, AcrR family",none, , ,RNA processing and modification,RNA Metabolism
Lmo0572 protein,- none -, , ,none,none
"Membrane protein, HPP family",- none -, , ,none,none
Chloride channel protein,- none -, , ,none,none
Uncharacterized protein YaeR with similarity to glyoxylase family,- none -, , ,none,none
Galactoside O-acetyltransferase (EC 2.3.1.18),- none -, , ,none,none
Probable outer membrane receptor protein,- none -, , ,none,none
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"Heme A synthase, cytochrome oxidase biogenesis protein Cox15-CtaA",Biogenesis of cytochrome c oxidases, , ,Respiration - no subcategory,Respiration
CCA tRNA nucleotidyltransferase (EC 2.7.7.72),"RNA processing and degradation, bacterial", , ,RNA processing and modification,RNA Metabolism
UPF0246 protein YaaA,- none -, , ,none,none
Inner-membrane proton/drug antiporter (MSF type) of tripartite multidrug efflux system,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Membrane fusion component of MSF-type tripartite multidrug efflux system,- none -, , ,none,none
Outer membrane component of tripartite multidrug resistance system,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
"Transcriptional regulator, AcrR family",none, , ,RNA processing and modification,RNA Metabolism
Tryptophan synthase alpha chain (EC 4.2.1.20),"Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Plant Hormones,Amino Acids and Derivatives; Secondary Metabolism
Predicted amidohydrolase,- none -, , ,none,none
Tryptophan synthase beta chain (EC 4.2.1.20),"Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Plant Hormones,Amino Acids and Derivatives; Secondary Metabolism
Phosphoribosylanthranilate isomerase (EC 5.3.1.24),"Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Pterin synthesis related cluster; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Folate and pterines; Plant Hormones,"Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments; Secondary Metabolism"
Indole-3-glycerol phosphate synthase (EC 4.1.1.48),"Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Anthranilate phosphoribosyltransferase (EC 2.4.2.18),"Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Plant Hormones,Amino Acids and Derivatives; Secondary Metabolism
Histone acetyltransferase HPA2 and related acetyltransferases,- none -, , ,none,none
"Anthranilate synthase, amidotransferase component (EC 4.1.3.27) @ Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)","Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Folate Biosynthesis; <br>Tryptophan synthesis; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Folate and pterines,"Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Anthranilate synthase, aminase component (EC 4.1.3.27)","Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Rhodanese-like domain protein,- none -, , ,none,none
Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34),- none -, , ,none,none
"Transcriptional regulator, MarR family",none, , ,RNA processing and modification,RNA Metabolism
Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3),Respiratory dehydrogenases 1, , ,Electron donating reactions,Respiration
Putative transmembrane protein,- none -, , ,none,none
MBL-fold metallo-hydrolase superfamily,- none -, , ,none,none
Uncharacterized hydrolase DSY2054,- none -, , ,none,none
Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-),Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases, , ,Electron accepting reactions,Respiration
Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-),Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases, , ,Electron accepting reactions,Respiration
"Transcriptional regulator, Crp/Fnr family",none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
Protein containing rhodanese-like domain,- none -, , ,none,none
"Glyceraldehyde-3-phosphate dehydrogenase, putative",- none -, , ,none,none
Zn-dependent aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
"Acetyltransferase, GNAT family",- none -, , ,none,none
"RND efflux system, membrane fusion protein",- none -, , ,none,none
"RND efflux system, inner membrane transporter",none, , ,Membrane Transport - no subcategory,Membrane Transport
"Efflux transport system, outer membrane factor (OMF) lipoprotein",none, , ,Membrane Transport - no subcategory,Membrane Transport
Sensory box histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Beta-glucosidase A (EC 3.2.1.21) (Gentiobiase) (Cellobiase) (Beta-D-glucoside glucohydrolase),- none -, , ,none,none
"Xylan alpha-1,2-glucuronosidase (EC 3.2.1.131)",- none -, , ,none,none
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Mannonate dehydratase (EC 4.2.1.8),- none -, , ,none,none
"Endo-1,4-beta-xylanase (EC 3.2.1.8)",- none -, , ,none,none
Possible GPH family transporter (TC 2.A.2) for arabinosides,L-Arabinose utilization; none, , ,Membrane Transport - no subcategory; Monosaccharides,Carbohydrates; Membrane Transport
Xylosidase/arabinosidase,- none -, , ,none,none
"Xylan 1,4-beta-xylosidase (EC 3.2.1.37)",- none -, , ,none,none
"Transcriptional regulator of fucose utilization, GntR family",none, , ,RNA processing and modification,RNA Metabolism
Xylulose kinase (EC 2.7.1.17),Xylose utilization, , ,Monosaccharides,Carbohydrates
Xylose isomerase (EC 5.3.1.5),Xylose utilization, , ,Monosaccharides,Carbohydrates
